agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,slider.response,slider.rt,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,check_correctness.started,check_correctness.stopped,failed_questions.started,failed_questions.stopped,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.21707693549421161],[-0.08486391092101407],[1],[0],[0],[10.890100000008943],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,132,1,81,40,-65,84,42,-52,18.66666667,24.66666667,-6,61.48351179,56.85849883,4.625012964,-65,-52,-13,-0.48,-0.43,-0.05,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.15546441385642584],[-0.015826566278026085],[1],[0],[0],[6.451200000002984],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,70,1,73,50,-46,98,7,-31,25.66666667,24.66666667,1,51.53855084,54.12536887,-2.586818037,-46,-31,-15,-0.6,0.45,-1.05,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.11807984400186841],[-0.07314058149545721],[1],[0],[0],[7.929099999994065],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,3,3,68,1,74,36,-41,90,6,-30,23,22,1,47.84001115,50.27922036,-2.439209212,-41,-30,-11,-0.39,0.45,-0.84,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.15455253574241648],[-0.06011465593630935],[1],[0],[0],[4.7309999999999945],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,4,4,185,1,76,27,-21,72,4,-12,27.33333333,21.33333333,6,39.60078563,36.41733409,3.183451536,-21,-12,-9,0.01,0.61,-0.6,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.15455253574241648],[-0.06011465593630935],[1],[0],[0],[3.5420000000000016],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,5,5,69,1,83,22,-20,90,5,-13,28.33333333,27.33333333,1,42.28737663,44.91720779,-2.629831159,-20,-13,-7,0.22,0.62,-0.4,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.17930175495035902],[-0.04448353810997949],[1],[0],[0],[4.808299999997018],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,6,6,189,1,93,88,-12,97,64,-1,56.33333333,53.33333333,3,48.36206043,40.71308826,7.64897217,-12,-1,-11,-0.7,-0.38,-0.32,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.21837956740456477],[-0.10831056977212779],[1],[0],[0],[8.075099999993995],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,7,7,148,1,60,35,-32,57,29,-20,21,22,-1,38.8415585,31.82242396,7.01913454,-32,-20,-12,-0.49,-0.32,-0.17,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.16718774328198271],[-0.031457612550831626],[1],[0],[0],[8.520200000002944],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,131,1,95,41,-73,89,40,-63,21,22,-1,70.0285656,63.34561284,6.682952755,-73,-63,-10,-0.41,-0.4,-0.01,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.10635651457631155],[-0.06271988398025352],[1],[0],[0],[12.095400000005952],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,112,1,62,49,-44,69,55,-30,22.33333333,31.33333333,-9,47.20404879,43.74420597,3.459842825,-44,-30,-14,-0.67,-0.65,-0.02,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.18802920986591443],[-0.10310018523776378],[1],[0],[0],[5.475400000005948],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,135,1,77,61,-18,90,60,-3,40,49,-9,41.52910626,38.75564475,2.773461509,-18,-3,-15,-0.63,-0.4,-0.23,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.08942294372343933],[-0.07704840567299238],[1],[0],[0],[6.497200000002977],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,11,11,16,1,58,37,-21,83,16,-7,24.66666667,30.66666667,-6,33.40991204,38.17794593,-4.768033896,-21,-7,-14,-0.5,0.52,-1.02,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.18281882533155042],[-0.07835093025305906],[1],[0],[0],[6.582400000005919],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,12,12,143,1,49,11,-37,57,15,-22,7.666666667,16.66666667,-9,35.18838192,32.27313985,2.915242074,-37,-22,-15,-0.14,0.08,-0.22,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.18281882533155042],[-0.07835093025305906],[1],[0],[0],[4.8178999999910275],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,13,13,42,1,78,19,-16,89,2,-7,27,28,-1,38.79003308,43.28972164,-4.49968856,-16,-7,-9,0.3,0.68,-0.38,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.15455253574241648],[-0.08095612252024106],[1],[0],[0],[7.476299999997025],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,14,14,171,1,65,35,-34,61,27,-22,22,22,0,41.44876355,34.06855833,7.380205222,-34,-22,-12,-0.44,-0.22,-0.22,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.15455253574241648],[-0.08095612252024106],[1],[0],[0],[5.561600000008923],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,15,15,186,1,45,24,-31,48,17,-18,12.66666667,15.66666667,-3,32.0451071,26.96087701,5.084230092,-31,-18,-13,-0.49,-0.07,-0.42,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.07209861907422332],[-0.043180941976388484],[1],[0],[0],[9.871199999988107],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,16,16,129,1,65,62,-49,72,57,-42,26,29,-3,53.04714884,50.57667447,2.470474374,-49,-42,-7,-0.71,-0.66,-0.05,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.07209861907422332],[-0.043180941976388484],[1],[0],[0],[7.358200000002967],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,17,17,166,1,88,64,-15,89,47,-2,45.66666667,44.66666667,1,44.00252518,37.18721405,6.815311129,-15,-2,-13,-0.55,-0.09,-0.46,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.08681775145625732],[-0.09398204807938892],[1],[0],[0],[6.890999999999963],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,18,18,164,1,78,18,-86,77,22,-71,3.333333333,9.333333333,-6,67.75117875,61.08100268,6.670176067,-86,-71,-15,-0.31,-0.3,-0.01,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.18542401759873242],[-0.08356131478742307],[1],[0],[0],[13.433999999999969],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,19,19,48,1,71,45,-35,95,9,-23,27,27,0,45.10727953,49.82636518,-4.719085645,-35,-23,-12,-0.54,0.49,-1.03,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.22059400587540298],[-0.06532507624743553],[1],[0],[0],[7.786600000008946],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,20,20,208,1,93,65,-15,92,30,-6,47.66666667,38.66666667,9,45.7626728,40.47495796,5.28771484,-15,-6,-9,-0.51,0.31,-0.82,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.22059400587540298],[-0.06532507624743553],[1],[0],[0],[11.780100000008986],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,21,21,153,1,86,80,-10,84,66,-3,52,49,3,43.9089968,37.49666652,6.412330282,-10,-3,-7,-0.7,-0.59,-0.11,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.21147586871702814],[-0.06271988398025352],[1],[0],[0],[6.934899999991046],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,22,22,8,1,67,30,-64,98,12,-50,11,20,-9,55.14224031,60.68497892,-5.542738609,-64,-50,-14,-0.48,0.2,-0.68,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.13892145369284878],[-0.031457612550831626],[1],[0],[0],[12.418200000002969],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,23,23,124,1,88,55,-57,98,39,-42,28.66666667,31.66666667,-3,62.05553069,57.38950736,4.666023323,-57,-42,-15,-0.56,-0.19,-0.37,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.2700925158448124],[0.015435705151395808],[1],[0],[0],[7.867200000002981],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,24,24,215,1,80,43,-41,81,8,-34,27.33333333,18.33333333,9,50.62498285,47.5137407,3.111242151,-41,-34,-7,-0.43,0.32,-0.75,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.15715772800959849],[-0.10049499297058177],[1],[0],[0],[4.535000000000025],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,25,25,88,1,61,49,-22,81,3,-14,29.33333333,23.33333333,6,36.62725154,41.36289266,-4.735641114,-22,-14,-8,-0.65,0.62,-1.27,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.22880026491976846],[0.04539530889370237],[1],[0],[0],[9.92349999999999],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,26,26,183,1,60,58,-24,72,31,-12,31.33333333,30.33333333,1,39.13509366,34.29609631,4.838997345,-24,-12,-12,-0.71,-0.03,-0.68,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.23622523103201934],[-0.028852491837173946],[1],[0],[0],[8.167900000005943],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,27,27,11,1,74,33,-32,94,35,-27,25,34,-9,43.64248694,49.40310382,-5.760616872,-32,-27,-5,-0.27,-0.03,-0.24,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.21538376444808763],[-0.08095612252024106],[1],[0],[0],[8.790999999999997],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,28,28,5,1,45,38,-33,83,15,-21,16.66666667,25.66666667,-9,35.23571421,43.12256434,-7.886850138,-33,-21,-12,-0.69,0.36,-1.05,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.22059400587540298],[-0.0692327930946842],[1],[0],[0],[10.537099999994041],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,29,29,184,1,82,63,-26,93,35,-12,39.66666667,38.66666667,1,47.07676945,42.94440851,4.132360945,-26,-12,-14,-0.62,0.13,-0.75,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.21186647940632328],[0.034974575601736516],[1],[0],[0],[4.510899999991068],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,30,30,101,1,83,61,-20,99,4,-6,41.33333333,32.33333333,9,44.28945197,47.31689856,-3.027446588,-20,-6,-14,-0.58,0.68,-1.26,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.21147586871702814],[-0.03406280481801363],[1],[0],[0],[5.848000000000013],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,31,31,134,1,67,16,-14,66,5,-2,23,23,0,33.43650699,30.53959179,2.896915205,-14,-2,-12,0.3,0.68,-0.38,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.3195910973677462],[0.034974575601736516],[1],[0],[0],[5.241400000005967],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,32,32,67,1,47,39,-49,72,3,-41,12.33333333,11.33333333,1,43.49201715,46.50686927,-3.014852118,-49,-41,-8,-0.69,0.26,-0.95,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.24573397887968934],[-0.06011465593630935],[1],[0],[0],[4.520600000008983],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,33,33,66,1,63,43,-58,93,3,-51,16,15,1,52.95910372,59.39696962,-6.437865901,-58,-51,-7,-0.63,0.29,-0.92,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.28871954395790594],[-0.061417252069900355],[1],[0],[0],[8.794999999999959],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,34,34,21,1,76,42,-93,97,33,-87,8.333333333,14.33333333,-6,72.9855389,76.26853145,-3.282992543,-93,-87,-6,-0.59,-0.35,-0.24,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.16327999065797186],[-0.0692327930946842],[1],[0],[0],[7.310200000003022],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,35,35,56,1,80,31,-38,94,5,-26,24.33333333,24.33333333,0,48.40339749,50.86146762,-2.458070131,-38,-26,-12,-0.2,0.52,-0.72,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.2101733083601993],[-0.021036879258865767],[1],[0],[0],[5.438299999997014],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,36,36,170,1,57,40,-94,70,21,-79,1,4,-3,67.53270812,62.00537611,5.527332014,-94,-79,-15,-0.67,-0.39,-0.28,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.1779991945935302],[-0.026247263793229777],[1],[0],[0],[9.860400000005939],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,37,37,199,1,76,47,-60,74,22,-51,21,15,6,58.48646567,51.27052435,7.215941325,-60,-51,-9,-0.58,-0.2,-0.38,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[-0.1766964911296527],[-0.026247263793229777],[1],[0],[0],[4.394500000000107],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,38,38,9,1,72,62,-10,99,53,-1,41.33333333,50.33333333,-9,36.52700675,40.86835233,-4.341345579,-10,-1,-9,-0.67,-0.1,-0.57,unconfounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.2661847632208016],[-0.013221338234081916],[1],[0],[0],[14.668299999997089],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,39,39,165,1,93,73,-18,97,48,-6,49.33333333,46.33333333,3,48.30688932,42.06608557,6.240803743,-18,-6,-12,-0.62,-0.06,-0.56,confounded,FALSE,,,,
,,,,,,,male,,2025-08-19_12h43.49.894,lotterie_task,2024.2.4,Win32,57.47126437,601129f77e0c21000b0c408a,68947058ad5ea3fc73912f3f,68a4519e1904bd5381371237,,,,,,,,,,,,,,,,,,,,,[0.2661847632208016],[-0.013221338234081916],[1],[0],[0],[6.134900000006041],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,40,40,6,1,61,53,-62,85,48,-54,17.33333333,26.33333333,-9,56.19213073,58.77830288,-2.586172149,-62,-54,-8,-0.7,-0.5,-0.2,unconfounded,FALSE,,,,
