outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff
83,37,-29,97,17,-23,30.333333333333332,30.333333333333332,0.0,45.9661711358352,49.88876515698588,-3.9225940211506867,-29,-23,-6,-0.21,0.38,-0.59
58,33,-19,74,9,-11,24.0,24.0,0.0,32.072833779799794,36.2859017617954,-4.213067981995607,-19,-11,-8,-0.4,0.55,-0.9500000000000001
52,33,-15,66,5,-1,23.333333333333332,23.333333333333332,0.0,28.193773938387334,30.26916289265731,-2.0753889542699753,-15,-1,-14,-0.47,0.69,-1.16
58,51,-14,84,18,-7,31.666666666666668,31.666666666666668,0.0,32.417416443771224,38.38691906829143,-5.969502624520203,-14,-7,-7,-0.68,0.49,-1.17
76,31,-25,91,10,-19,27.333333333333332,27.333333333333332,0.0,41.314511843768514,46.549853800940014,-5.235341957171499,-25,-19,-6,-0.13,0.51,-0.64
60,58,-38,84,29,-33,26.666666666666668,26.666666666666668,0.0,45.73352769637999,47.79353745248642,-2.0600097561064317,-38,-33,-5,-0.71,-0.07,-0.6399999999999999
54,48,-49,87,10,-44,17.666666666666668,17.666666666666668,0.0,47.204048790566915,53.75458636763523,-6.550537577068312,-49,-44,-5,-0.7,0.21,-0.9099999999999999
57,46,-89,85,13,-84,4.666666666666667,4.666666666666667,0.0,66.38440245184775,69.24513621106459,-2.860733759216842,-89,-84,-5,-0.69,-0.18,-0.51
67,32,-47,91,3,-42,17.333333333333332,17.333333333333332,0.0,47.68181577452305,55.2348521215445,-7.553036347021447,-47,-42,-5,-0.43,0.37,-0.8
81,28,-69,98,1,-59,13.333333333333334,13.333333333333334,0.0,62.109222789820485,64.68556424908283,-2.576341459262345,-69,-59,-10,-0.34,0.28,-0.6200000000000001
51,43,-38,82,5,-31,18.666666666666668,18.666666666666668,0.0,40.20226638166339,47.13338048088165,-6.931114099218256,-38,-31,-7,-0.69,0.41,-1.0999999999999999
48,20,-11,60,2,-5,19.0,19.0,0.0,24.097026095903757,29.13188402192118,-5.034857926017423,-11,-5,-6,-0.06,0.68,-0.74
69,36,-30,87,6,-18,25.0,25.0,0.0,41.15823125451335,44.9221548904324,-3.763923635919049,-30,-18,-12,-0.38,0.56,-0.9400000000000001
56,52,-23,98,3,-16,28.333333333333332,28.333333333333332,0.0,36.33486235314814,49.86871653540814,-13.53385418226,-23,-16,-7,-0.7,0.63,-1.33
55,54,-51,90,7,-39,19.333333333333332,19.333333333333332,0.0,49.73485252371375,53.381228494252134,-3.6463759705383865,-51,-39,-12,-0.71,0.33,-1.04
62,54,-22,86,16,-8,31.333333333333332,31.333333333333332,0.0,37.853518844209034,39.87759047663514,-2.024071632426107,-22,-8,-14,-0.68,0.52,-1.2000000000000002
79,36,-27,93,10,-21,29.333333333333332,27.333333333333332,2.0,43.53032148846237,48.12714641678044,-4.596824928318071,-27,-21,-6,-0.23,0.49,-0.72
87,33,-32,98,10,-26,29.333333333333332,27.333333333333332,2.0,48.65068230650921,52.085399958998956,-3.434717652489745,-32,-26,-6,-0.11,0.46,-0.5700000000000001
83,37,-24,95,14,-19,32.0,30.0,2.0,43.825411197918804,47.89572005931219,-4.070308861393386,-24,-19,-5,-0.17,0.46,-0.63
63,47,-46,91,4,-37,21.333333333333332,19.333333333333332,2.0,48.05783552715994,53.368738248362426,-5.310902721202488,-46,-37,-9,-0.65,0.41,-1.06
63,37,-40,82,4,-32,20.0,18.0,2.0,43.734044709661454,47.58150901348127,-3.8474643038198195,-40,-32,-8,-0.52,0.42,-0.94
56,55,-17,90,2,-4,31.333333333333332,29.333333333333332,2.0,34.179265969622904,42.967688118192044,-8.78842214856914,-17,-4,-13,-0.71,0.7,-1.41
70,38,-25,95,1,-19,27.666666666666668,25.666666666666668,2.0,39.46587837050578,49.701330185642135,-10.235451815136358,-25,-19,-6,-0.37,0.62,-0.99
78,59,-29,99,27,-24,36.0,34.0,2.0,46.611872593435535,50.457903246171455,-3.8460306527359194,-29,-24,-5,-0.62,0.21,-0.83
62,30,-14,75,3,-6,26.0,24.0,2.0,31.15552385479446,36.24913792078372,-5.093614065989257,-14,-6,-8,-0.19,0.67,-0.8600000000000001
78,28,-26,89,3,-18,26.666666666666668,24.666666666666668,2.0,42.4682888230213,46.29134788369084,-3.823059060669543,-26,-18,-8,-0.05,0.6,-0.65
64,51,-46,95,2,-40,23.0,19.0,4.0,49.07816894166557,56.40921910468182,-7.331050163016251,-46,-40,-6,-0.67,0.42,-1.09
79,55,-11,97,15,-1,41.0,37.0,4.0,38.05259518088089,42.926293418680665,-4.873698237799772,-11,-1,-10,-0.5,0.63,-1.13
68,49,-28,97,2,-22,29.666666666666668,25.666666666666668,4.0,41.507696742759514,51.383092766222454,-9.87539602346294,-28,-22,-6,-0.6,0.59,-1.19
66,55,-19,89,7,-6,34.0,30.0,4.0,37.74475681027322,42.05551886098502,-4.310762050711794,-19,-6,-13,-0.66,0.66,-1.32
86,37,-10,92,11,-2,37.666666666666664,33.666666666666664,4.0,39.19467083956978,41.58792559812951,-2.3932547585597277,-10,-2,-8,0.03,0.66,-0.63
70,42,-55,90,4,-49,19.0,15.0,4.0,53.559935275041795,57.27710420985567,-3.717168934813877,-55,-49,-6,-0.56,0.28,-0.8400000000000001
85,30,-50,94,4,-45,21.666666666666668,17.666666666666668,4.0,55.42763049438631,57.56349151637308,-2.13586102198677,-50,-45,-5,-0.22,0.34,-0.56
63,35,-19,73,2,-8,26.333333333333332,22.333333333333332,4.0,34.03266404826725,36.058594290712755,-2.0259302424455043,-19,-8,-11,-0.37,0.67,-1.04
65,58,-13,96,8,-6,36.666666666666664,32.666666666666664,4.0,35.235714205271265,45.146674542232034,-9.91096033696077,-13,-6,-7,-0.69,0.66,-1.35
61,60,-27,90,7,-15,31.333333333333332,27.333333333333332,4.0,41.24991582482994,45.21307578811933,-3.9631599632893924,-27,-15,-12,-0.71,0.58,-1.29
