id,block,trial,outcome_a1,outcome_a2,prob_a1,prob_a2,outcome_b1,outcome_b2,prob_b1,prob_b2,choice,rt
1,2,14,0,0,1,1,20,-13,0.5,0.5,1,1.229
1,2,15,0,0,1,1,30,-18,0.5,0.5,1,2.101
1,2,16,0,0,1,1,14,-15,0.5,0.5,0,1.536
1,2,17,0,0,1,1,12,-12,0.5,0.5,0,1.727
1,2,18,0,0,1,1,24,-11,0.5,0.5,1,1.255
1,2,19,0,0,1,1,12,-10,0.5,0.5,1,1.702
1,2,20,0,0,1,1,16,-6,0.5,0.5,1,1.161
1,2,21,0,0,1,1,38,-20,0.5,0.5,1,1.463
1,2,22,0,0,1,1,28,-10,0.5,0.5,1,1.744
1,2,23,0,0,1,1,20,-7,0.5,0.5,1,1.439
1,2,24,0,0,1,1,38,-9,0.5,0.5,1,0.8059999999999999
1,2,25,0,0,1,1,26,-12,0.5,0.5,1,1.041
1,2,26,0,0,1,1,10,-14,0.5,0.5,0,1.121
1,2,27,0,0,1,1,12,-13,0.5,0.5,0,1.621
1,2,28,0,0,1,1,24,-15,0.5,0.5,1,1.138
1,2,29,0,0,1,1,32,-15,0.5,0.5,1,1.974
1,2,30,0,0,1,1,36,-15,0.5,0.5,1,2.408
1,2,31,0,0,1,1,36,-18,0.5,0.5,1,1.898
1,2,32,0,0,1,1,12,-18,0.5,0.5,0,1.222
1,2,33,0,0,1,1,20,-9,0.5,0.5,1,1.403
1,2,34,0,0,1,1,16,-8,0.5,0.5,1,1.328
1,2,35,0,0,1,1,12,-20,0.5,0.5,0,1.25
1,2,36,0,0,1,1,22,-19,0.5,0.5,1,1.915
1,2,37,0,0,1,1,36,-9,0.5,0.5,1,0.8340000000000001
1,2,38,0,0,1,1,26,-6,0.5,0.5,1,1.169
1,2,39,0,0,1,1,30,-5,0.5,0.5,1,0.826
1,2,40,0,0,1,1,36,-7,0.5,0.5,1,0.835
1,2,41,0,0,1,1,18,-10,0.5,0.5,1,1.369
1,2,42,0,0,1,1,30,-9,0.5,0.5,1,0.745
1,2,43,0,0,1,1,30,-12,0.5,0.5,1,1.019
1,2,44,0,0,1,1,14,-8,0.5,0.5,1,0.932
1,2,45,0,0,1,1,20,-19,0.5,0.5,1,0.887
1,2,46,0,0,1,1,28,-14,0.5,0.5,1,0.986
1,2,47,0,0,1,1,16,-17,0.5,0.5,0,2.204
1,2,48,0,0,1,1,26,-8,0.5,0.5,1,1.084
1,2,49,0,0,1,1,10,-17,0.5,0.5,0,1.088
1,2,50,0,0,1,1,12,-5,0.5,0.5,1,0.917
1,2,51,0,0,1,1,40,-6,0.5,0.5,1,1.221
1,2,52,0,0,1,1,36,-13,0.5,0.5,1,1.496
1,2,53,0,0,1,1,10,-9,0.5,0.5,1,2.91
1,2,54,0,0,1,1,34,-18,0.5,0.5,1,1.196
1,2,55,0,0,1,1,30,-15,0.5,0.5,1,1.134
1,2,56,0,0,1,1,18,-9,0.5,0.5,1,1.229
1,2,57,0,0,1,1,26,-20,0.5,0.5,1,1.39
1,2,58,0,0,1,1,36,-20,0.5,0.5,1,1.101
1,2,59,0,0,1,1,22,-15,0.5,0.5,1,1.332
1,2,60,0,0,1,1,38,-8,0.5,0.5,1,0.878
1,2,61,0,0,1,1,28,-16,0.5,0.5,1,0.926
1,2,62,0,0,1,1,34,-12,0.5,0.5,1,1.775
1,2,63,0,0,1,1,28,-15,0.5,0.5,1,1.183
1,2,64,0,0,1,1,24,-17,0.5,0.5,1,0.782
1,2,65,0,0,1,1,28,-11,0.5,0.5,1,0.7979999999999999
1,2,66,0,0,1,1,16,-9,0.5,0.5,1,0.982
1,2,67,0,0,1,1,22,-13,0.5,0.5,1,1.008
1,2,68,0,0,1,1,40,-11,0.5,0.5,1,1.088
1,2,69,0,0,1,1,28,-8,0.5,0.5,1,2.935
1,2,70,0,0,1,1,36,-16,0.5,0.5,1,1.744
1,2,71,0,0,1,1,20,-10,0.5,0.5,1,1.214
1,2,72,0,0,1,1,10,-18,0.5,0.5,0,1.023
1,2,73,0,0,1,1,40,-9,0.5,0.5,1,0.6970000000000001
1,2,74,0,0,1,1,32,-7,0.5,0.5,1,1.3030000000000002
1,2,75,0,0,1,1,40,-16,0.5,0.5,1,0.777
1,2,76,0,0,1,1,30,-17,0.5,0.5,1,1.239
1,2,77,0,0,1,1,24,-5,0.5,0.5,1,1.073
1,2,78,0,0,1,1,16,-7,0.5,0.5,1,1.063
1,2,79,0,0,1,1,22,-18,0.5,0.5,1,1.592
1,2,80,0,0,1,1,26,-19,0.5,0.5,1,1.128
1,2,81,0,0,1,1,24,-20,0.5,0.5,1,1.258
1,2,82,0,0,1,1,34,-6,0.5,0.5,1,1.794
1,2,83,0,0,1,1,24,-16,0.5,0.5,1,0.914
1,2,84,0,0,1,1,22,-6,0.5,0.5,1,1.849
1,2,85,0,0,1,1,12,-7,0.5,0.5,1,1.122
1,3,1,0,0,1,1,28,-17,0.5,0.5,1,1.203
1,3,2,0,0,1,1,14,-7,0.5,0.5,1,1.123
1,3,3,0,0,1,1,28,-18,0.5,0.5,1,0.969
1,3,4,0,0,1,1,16,-11,0.5,0.5,1,1.102
1,3,5,0,0,1,1,40,-20,0.5,0.5,1,0.969
1,3,6,0,0,1,1,18,-16,0.5,0.5,1,1.261
1,3,7,0,0,1,1,38,-11,0.5,0.5,1,1.35
1,3,8,0,0,1,1,36,-10,0.5,0.5,1,2.157
1,3,9,0,0,1,1,40,-18,0.5,0.5,1,1.6780000000000002
1,3,10,0,0,1,1,10,-10,0.5,0.5,1,1.581
1,3,11,0,0,1,1,24,-6,0.5,0.5,1,1.133
1,3,12,0,0,1,1,20,-8,0.5,0.5,1,2.2230000000000003
1,3,13,0,0,1,1,40,-12,0.5,0.5,1,1.046
1,3,14,0,0,1,1,22,-10,0.5,0.5,1,1.5519999999999998
1,3,15,0,0,1,1,18,-6,0.5,0.5,1,1.279
1,3,16,0,0,1,1,38,-16,0.5,0.5,1,2.4530000000000003
1,3,17,0,0,1,1,30,-20,0.5,0.5,1,1.328
1,3,18,0,0,1,1,22,-14,0.5,0.5,1,1.008
1,3,19,0,0,1,1,18,-18,0.5,0.5,1,2.222
1,3,20,0,0,1,1,16,-19,0.5,0.5,0,1.767
1,3,21,0,0,1,1,24,-10,0.5,0.5,1,1.024
1,3,22,0,0,1,1,12,-19,0.5,0.5,0,1.176
1,3,23,0,0,1,1,28,-9,0.5,0.5,1,2.383
1,3,24,0,0,1,1,30,-10,0.5,0.5,1,1.936
1,3,25,0,0,1,1,18,-15,0.5,0.5,1,1.551
1,3,26,0,0,1,1,32,-14,0.5,0.5,1,1.4169999999999998
1,3,27,0,0,1,1,34,-11,0.5,0.5,1,1.52
1,3,28,0,0,1,1,38,-19,0.5,0.5,1,2.488
1,3,29,0,0,1,1,14,-10,0.5,0.5,1,1.202
1,3,30,0,0,1,1,34,-8,0.5,0.5,1,0.888
1,3,31,0,0,1,1,30,-11,0.5,0.5,1,1.546
1,3,32,0,0,1,1,32,-13,0.5,0.5,1,2.403
1,3,33,0,0,1,1,18,-11,0.5,0.5,1,1.176
1,3,34,0,0,1,1,30,-7,0.5,0.5,1,1.352
1,3,35,0,0,1,1,18,-13,0.5,0.5,1,0.8340000000000001
1,3,36,0,0,1,1,14,-19,0.5,0.5,0,0.969
1,3,37,0,0,1,1,12,-11,0.5,0.5,1,1.858
1,3,38,0,0,1,1,10,-13,0.5,0.5,0,1.403
1,3,39,0,0,1,1,22,-16,0.5,0.5,1,1.136
1,3,40,0,0,1,1,12,-16,0.5,0.5,0,0.971
1,3,41,0,0,1,1,38,-17,0.5,0.5,1,1.811
1,3,42,0,0,1,1,40,-14,0.5,0.5,1,1.651
1,3,43,0,0,1,1,22,-5,0.5,0.5,1,0.914
1,3,44,0,0,1,1,16,-16,0.5,0.5,1,2.441
1,3,45,0,0,1,1,34,-5,0.5,0.5,1,0.866
1,3,46,0,0,1,1,10,-19,0.5,0.5,0,0.836
1,3,47,0,0,1,1,14,-16,0.5,0.5,0,1.907
1,3,48,0,0,1,1,30,-8,0.5,0.5,1,0.969
1,3,49,0,0,1,1,34,-14,0.5,0.5,1,2.204
1,3,50,0,0,1,1,30,-14,0.5,0.5,1,1.97
1,3,51,0,0,1,1,26,-15,0.5,0.5,1,1.068
1,3,52,0,0,1,1,10,-20,0.5,0.5,0,1.077
1,3,53,0,0,1,1,34,-7,0.5,0.5,1,1.051
1,3,54,0,0,1,1,10,-5,0.5,0.5,1,1.445
1,3,55,0,0,1,1,20,-20,0.5,0.5,1,1.67
1,3,56,0,0,1,1,28,-20,0.5,0.5,1,0.956
1,3,57,0,0,1,1,36,-5,0.5,0.5,1,1.11
1,3,58,0,0,1,1,26,-7,0.5,0.5,1,2.516
1,3,59,0,0,1,1,26,-17,0.5,0.5,1,1.254
1,3,60,0,0,1,1,16,-15,0.5,0.5,1,1.51
1,3,61,0,0,1,1,26,-10,0.5,0.5,1,0.757
1,3,62,0,0,1,1,38,-15,0.5,0.5,1,1.963
1,3,63,0,0,1,1,26,-11,0.5,0.5,1,0.918
1,3,64,0,0,1,1,28,-5,0.5,0.5,1,0.855
1,3,65,0,0,1,1,14,-18,0.5,0.5,0,1.391
1,3,66,0,0,1,1,22,-12,0.5,0.5,1,0.966
1,3,67,0,0,1,1,34,-15,0.5,0.5,1,2.406
1,3,68,0,0,1,1,38,-13,0.5,0.5,1,0.87
1,3,69,0,0,1,1,10,-8,0.5,0.5,1,1.271
1,3,70,0,0,1,1,12,-9,0.5,0.5,1,1.15
1,3,71,0,0,1,1,36,-11,0.5,0.5,1,1.564
1,3,72,0,0,1,1,14,-5,0.5,0.5,1,1.695
1,3,73,0,0,1,1,22,-11,0.5,0.5,1,1.11
1,3,74,0,0,1,1,18,-19,0.5,0.5,0,1.286
1,3,75,0,0,1,1,22,-8,0.5,0.5,1,1.737
1,3,76,0,0,1,1,38,-6,0.5,0.5,1,1.063
1,3,77,0,0,1,1,12,-8,0.5,0.5,1,0.887
1,3,78,0,0,1,1,14,-11,0.5,0.5,1,1.247
1,3,79,0,0,1,1,32,-12,0.5,0.5,1,1.545
1,3,80,0,0,1,1,20,-11,0.5,0.5,1,0.8490000000000001
1,3,81,0,0,1,1,26,-14,0.5,0.5,1,0.944
1,3,82,0,0,1,1,32,-8,0.5,0.5,1,0.825
1,3,83,0,0,1,1,40,-17,0.5,0.5,1,1.963
1,3,84,0,0,1,1,20,-17,0.5,0.5,1,1.161
1,3,85,0,0,1,1,24,-19,0.5,0.5,1,0.888
2,1,1,0,0,1,1,20,-15,0.5,0.5,0,2.419
2,1,2,0,0,1,1,18,-12,0.5,0.5,0,1.358
2,1,3,0,0,1,1,10,-15,0.5,0.5,0,1.462
2,1,4,0,0,1,1,34,-16,0.5,0.5,1,2.189
2,1,5,0,0,1,1,18,-5,0.5,0.5,1,2.582
2,1,6,0,0,1,1,26,-13,0.5,0.5,0,2.823
2,1,7,0,0,1,1,32,-17,0.5,0.5,0,1.366
2,1,8,0,0,1,1,16,-5,0.5,0.5,1,1.5519999999999998
2,1,9,0,0,1,1,22,-7,0.5,0.5,1,1.612
2,1,10,0,0,1,1,36,-8,0.5,0.5,1,1.589
2,1,11,0,0,1,1,16,-10,0.5,0.5,0,1.885
2,1,12,0,0,1,1,30,-13,0.5,0.5,0,2.885
2,1,13,0,0,1,1,14,-17,0.5,0.5,0,1.263
2,1,14,0,0,1,1,28,-19,0.5,0.5,0,2.701
2,1,15,0,0,1,1,14,-20,0.5,0.5,0,1.327
2,1,16,0,0,1,1,26,-16,0.5,0.5,0,1.4480000000000002
2,1,17,0,0,1,1,40,-5,0.5,0.5,1,1.7919999999999998
2,1,18,0,0,1,1,28,-12,0.5,0.5,0,2.3680000000000003
2,1,19,0,0,1,1,20,-16,0.5,0.5,0,1.48
2,1,20,0,0,1,1,26,-5,0.5,0.5,1,2.448
2,1,21,0,0,1,1,32,-20,0.5,0.5,0,1.296
2,1,22,0,0,1,1,18,-17,0.5,0.5,0,1.24
2,1,23,0,0,1,1,20,-6,0.5,0.5,1,2.8310000000000004
2,1,24,0,0,1,1,20,-18,0.5,0.5,0,1.5530000000000002
2,1,25,0,0,1,1,40,-7,0.5,0.5,1,1.265
2,1,26,0,0,1,1,36,-6,0.5,0.5,1,1.369
2,1,27,0,0,1,1,16,-20,0.5,0.5,0,1.457
2,1,29,0,0,1,1,10,-6,0.5,0.5,0,0.001
2,1,30,0,0,1,1,12,-15,0.5,0.5,0,1.297
2,1,31,0,0,1,1,34,-17,0.5,0.5,0,2.079
2,1,32,0,0,1,1,18,-14,0.5,0.5,0,2.346
2,1,33,0,0,1,1,40,-13,0.5,0.5,0,2.17
2,1,34,0,0,1,1,32,-19,0.5,0.5,0,1.3219999999999998
2,1,35,0,0,1,1,14,-12,0.5,0.5,0,1.258
2,1,36,0,0,1,1,32,-10,0.5,0.5,0,1.314
2,1,37,0,0,1,1,36,-17,0.5,0.5,0,1.917
2,1,38,0,0,1,1,28,-13,0.5,0.5,0,2.147
2,1,40,0,0,1,1,38,-14,0.5,0.5,0,2.106
2,1,41,0,0,1,1,32,-11,0.5,0.5,1,2.139
2,1,42,0,0,1,1,32,-9,0.5,0.5,1,1.699
2,1,43,0,0,1,1,30,-16,0.5,0.5,0,2.123
2,1,44,0,0,1,1,34,-10,0.5,0.5,0,2.659
2,1,45,0,0,1,1,18,-8,0.5,0.5,0,2.963
2,1,46,0,0,1,1,34,-20,0.5,0.5,0,2.885
2,1,47,0,0,1,1,32,-16,0.5,0.5,0,1.739
2,1,48,0,0,1,1,24,-12,0.5,0.5,0,1.372
2,1,49,0,0,1,1,38,-12,0.5,0.5,1,2.268
2,1,50,0,0,1,1,38,-10,0.5,0.5,1,2.189
2,1,51,0,0,1,1,24,-7,0.5,0.5,1,2.861
2,1,52,0,0,1,1,16,-13,0.5,0.5,0,1.692
2,1,53,0,0,1,1,36,-19,0.5,0.5,0,1.4369999999999998
2,1,54,0,0,1,1,32,-5,0.5,0.5,1,1.029
2,1,55,0,0,1,1,34,-9,0.5,0.5,1,2.101
2,1,56,0,0,1,1,28,-7,0.5,0.5,1,2.23
2,1,57,0,0,1,1,24,-13,0.5,0.5,0,1.79
2,1,58,0,0,1,1,38,-5,0.5,0.5,1,1.501
2,1,59,0,0,1,1,22,-9,0.5,0.5,1,1.358
2,1,60,0,0,1,1,10,-11,0.5,0.5,0,1.141
2,1,61,0,0,1,1,12,-14,0.5,0.5,0,0.885
2,1,62,0,0,1,1,34,-19,0.5,0.5,0,1.367
2,1,63,0,0,1,1,38,-7,0.5,0.5,1,2.191
2,1,64,0,0,1,1,30,-6,0.5,0.5,1,2.319
2,1,65,0,0,1,1,26,-18,0.5,0.5,0,2.431
2,1,66,0,0,1,1,14,-6,0.5,0.5,0,2.839
2,1,67,0,0,1,1,16,-12,0.5,0.5,0,1.318
2,1,68,0,0,1,1,22,-20,0.5,0.5,0,1.168
2,1,69,0,0,1,1,12,-17,0.5,0.5,0,1.385
2,1,70,0,0,1,1,10,-7,0.5,0.5,0,2.2230000000000003
2,1,71,0,0,1,1,18,-20,0.5,0.5,0,1.585
2,1,72,0,0,1,1,12,-6,0.5,0.5,0,2.457
2,1,73,0,0,1,1,32,-6,0.5,0.5,1,1.904
2,1,74,0,0,1,1,18,-7,0.5,0.5,1,2.416
2,1,75,0,0,1,1,40,-10,0.5,0.5,1,1.729
2,1,76,0,0,1,1,14,-14,0.5,0.5,0,1.585
2,1,77,0,0,1,1,30,-19,0.5,0.5,0,2.129
2,1,78,0,0,1,1,24,-18,0.5,0.5,0,2.881
2,1,79,0,0,1,1,10,-12,0.5,0.5,0,1.28
2,1,80,0,0,1,1,40,-19,0.5,0.5,0,1.289
2,1,81,0,0,1,1,24,-9,0.5,0.5,1,2.705
2,1,82,0,0,1,1,16,-18,0.5,0.5,0,1.105
2,1,83,0,0,1,1,36,-12,0.5,0.5,0,2.002
2,1,84,0,0,1,1,26,-9,0.5,0.5,1,2.351
2,1,85,0,0,1,1,20,-12,0.5,0.5,0,2.266
2,1,86,0,0,1,1,24,-14,0.5,0.5,0,2.0980000000000003
2,2,1,0,0,1,1,20,-5,0.5,0.5,1,1.676
2,2,2,0,0,1,1,22,-17,0.5,0.5,0,1.123
2,2,3,0,0,1,1,10,-16,0.5,0.5,0,0.903
2,2,4,0,0,1,1,38,-18,0.5,0.5,0,1.237
2,2,5,0,0,1,1,20,-14,0.5,0.5,0,1.109
2,2,6,0,0,1,1,14,-13,0.5,0.5,0,0.878
2,2,7,0,0,1,1,40,-8,0.5,0.5,1,1.504
2,2,8,0,0,1,1,32,-18,0.5,0.5,0,1.085
2,2,9,0,0,1,1,24,-8,0.5,0.5,1,1.938
2,2,11,0,0,1,1,28,-6,0.5,0.5,1,1.507
2,2,12,0,0,1,1,16,-14,0.5,0.5,0,1.255
2,2,13,0,0,1,1,14,-9,0.5,0.5,0,1.551
2,2,14,0,0,1,1,20,-13,0.5,0.5,0,1.742
2,2,15,0,0,1,1,30,-18,0.5,0.5,0,1.518
2,2,16,0,0,1,1,14,-15,0.5,0.5,0,1.207
2,2,17,0,0,1,1,12,-12,0.5,0.5,0,1.279
2,2,18,0,0,1,1,24,-11,0.5,0.5,0,2.208
2,2,19,0,0,1,1,12,-10,0.5,0.5,0,1.239
2,2,20,0,0,1,1,16,-6,0.5,0.5,1,2.001
2,2,21,0,0,1,1,38,-20,0.5,0.5,0,2.214
2,2,22,0,0,1,1,28,-10,0.5,0.5,0,2.975
2,2,24,0,0,1,1,38,-9,0.5,0.5,0,0.001
2,2,25,0,0,1,1,26,-12,0.5,0.5,0,2.193
2,2,26,0,0,1,1,10,-14,0.5,0.5,0,1.209
2,2,27,0,0,1,1,12,-13,0.5,0.5,0,1.304
2,2,28,0,0,1,1,24,-15,0.5,0.5,0,2.106
2,2,29,0,0,1,1,32,-15,0.5,0.5,0,2.803
2,2,30,0,0,1,1,36,-15,0.5,0.5,0,2.801
2,2,31,0,0,1,1,36,-18,0.5,0.5,0,1.964
2,2,32,0,0,1,1,12,-18,0.5,0.5,0,1.203
2,2,33,0,0,1,1,20,-9,0.5,0.5,0,2.441
2,2,34,0,0,1,1,16,-8,0.5,0.5,0,2.231
2,2,35,0,0,1,1,12,-20,0.5,0.5,0,1.114
2,2,36,0,0,1,1,22,-19,0.5,0.5,0,1.186
2,2,37,0,0,1,1,36,-9,0.5,0.5,1,1.843
2,2,38,0,0,1,1,26,-6,0.5,0.5,1,1.85
2,2,39,0,0,1,1,30,-5,0.5,0.5,1,2.322
2,2,40,0,0,1,1,36,-7,0.5,0.5,1,1.834
2,2,41,0,0,1,1,18,-10,0.5,0.5,0,2.835
2,2,42,0,0,1,1,30,-9,0.5,0.5,1,2.5869999999999997
2,2,43,0,0,1,1,30,-12,0.5,0.5,0,2.043
2,2,44,0,0,1,1,14,-8,0.5,0.5,0,2.315
2,2,45,0,0,1,1,20,-19,0.5,0.5,0,1.163
2,2,46,0,0,1,1,28,-14,0.5,0.5,0,1.116
2,2,47,0,0,1,1,16,-17,0.5,0.5,0,1.063
2,2,48,0,0,1,1,26,-8,0.5,0.5,1,1.628
2,2,49,0,0,1,1,10,-17,0.5,0.5,0,1.012
2,2,50,0,0,1,1,12,-5,0.5,0.5,1,1.988
2,2,51,0,0,1,1,40,-6,0.5,0.5,1,1.517
2,2,52,0,0,1,1,36,-13,0.5,0.5,1,2.38
2,2,53,0,0,1,1,10,-9,0.5,0.5,0,1.95
2,2,54,0,0,1,1,34,-18,0.5,0.5,0,1.204
2,2,55,0,0,1,1,30,-15,0.5,0.5,0,1.206
2,2,56,0,0,1,1,18,-9,0.5,0.5,0,1.358
2,2,57,0,0,1,1,26,-20,0.5,0.5,0,1.1740000000000002
2,2,58,0,0,1,1,36,-20,0.5,0.5,0,2.87
2,2,59,0,0,1,1,22,-15,0.5,0.5,0,1.222
2,2,60,0,0,1,1,38,-8,0.5,0.5,1,1.803
2,2,61,0,0,1,1,28,-16,0.5,0.5,0,1.503
2,2,62,0,0,1,1,34,-12,0.5,0.5,1,2.214
2,2,63,0,0,1,1,28,-15,0.5,0.5,0,1.919
2,2,64,0,0,1,1,24,-17,0.5,0.5,0,1.3630000000000002
2,2,65,0,0,1,1,28,-11,0.5,0.5,0,2.537
2,2,66,0,0,1,1,16,-9,0.5,0.5,0,1.727
2,2,67,0,0,1,1,22,-13,0.5,0.5,0,2.072
2,2,68,0,0,1,1,40,-11,0.5,0.5,1,1.5759999999999998
2,2,69,0,0,1,1,28,-8,0.5,0.5,1,1.864
2,2,70,0,0,1,1,36,-16,0.5,0.5,0,1.096
2,2,71,0,0,1,1,20,-10,0.5,0.5,0,1.103
2,2,72,0,0,1,1,10,-18,0.5,0.5,0,2.272
2,2,73,0,0,1,1,40,-9,0.5,0.5,1,1.743
2,2,74,0,0,1,1,32,-7,0.5,0.5,1,1.865
2,2,75,0,0,1,1,40,-16,0.5,0.5,0,1.505
2,2,76,0,0,1,1,30,-17,0.5,0.5,0,2.072
2,2,77,0,0,1,1,24,-5,0.5,0.5,1,1.504
