outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff
550,500,-100,960,20,-30,316.66666666666663,316.66666666666663,0.0,87222.22222222222,207355.55555555553,-120133.33333333331,-100,-30,-70,-0.69,0.7,-1.39
730,250,-780,820,110,-730,66.66666666666666,66.66666666666666,0.0,396822.22222222225,401355.5555555555,-4533.333333333256,-780,-730,-50,-0.41,-0.1,-0.30999999999999994
750,140,-740,790,80,-720,50.0,50.0,0.0,374066.6666666667,380466.6666666667,-6400.0,-740,-720,-20,-0.22,-0.07,-0.15
790,270,-80,900,110,-30,326.66666666666663,326.66666666666663,0.0,127755.55555555555,167622.2222222222,-39866.66666666664,-80,-30,-50,0.23,0.65,-0.42000000000000004
570,540,-800,950,90,-730,103.33333333333333,103.33333333333333,0.0,408155.55555555556,470488.8888888888,-62333.333333333256,-800,-730,-70,-0.71,0.03,-0.74
490,450,-400,840,40,-340,180.0,180.0,0.0,168466.66666666666,241866.66666666666,-73400.0,-400,-340,-60,-0.7,0.4,-1.1
500,490,-640,790,130,-570,116.66666666666666,116.66666666666666,0.0,286288.8888888888,308355.55555555556,-22066.666666666744,-640,-570,-70,-0.71,-0.04,-0.6699999999999999
540,180,-260,650,60,-250,153.33333333333331,153.33333333333331,0.0,107022.22222222223,139355.55555555556,-32333.33333333333,-260,-250,-10,-0.12,0.36,-0.48
690,440,-310,960,100,-240,273.3333333333333,273.3333333333333,0.0,180555.55555555553,255022.22222222225,-74466.66666666672,-310,-240,-70,-0.53,0.47,-1.0
730,630,-310,960,310,-220,350.0,350.0,0.0,219466.66666666666,232866.66666666666,-13400.0,-310,-220,-90,-0.68,0.12,-0.8
730,500,-480,940,270,-460,250.0,250.0,0.0,275266.6666666667,326866.6666666667,-51600.0,-480,-460,-20,-0.61,-0.05,-0.5599999999999999
580,550,-340,820,290,-320,263.3333333333333,263.3333333333333,0.0,182155.55555555553,216955.5555555556,-34800.00000000006,-340,-320,-20,-0.7,-0.09,-0.61
490,480,-870,680,260,-840,33.33333333333333,33.33333333333333,0.0,408022.22222222225,410755.5555555555,-2733.3333333332557,-870,-840,-30,-0.71,-0.49,-0.21999999999999997
830,720,-420,920,620,-410,376.66666666666663,376.66666666666663,0.0,319355.55555555556,324422.22222222225,-5066.666666666686,-420,-410,-10,-0.69,-0.56,-0.1299999999999999
470,260,-640,610,80,-600,30.0,30.0,0.0,231800.0,245266.66666666666,-13466.666666666657,-640,-600,-40,-0.61,-0.15,-0.45999999999999996
680,550,-960,930,260,-920,90.0,90.0,0.0,554066.6666666666,584866.6666666666,-30800.0,-960,-920,-40,-0.69,-0.32,-0.36999999999999994
870,320,-950,920,250,-930,80.0,80.0,0.0,580866.6666666666,584866.6666666666,-4000.0,-950,-930,-20,-0.44,-0.32,-0.12
580,420,-230,740,220,-190,256.66666666666663,256.66666666666663,0.0,122688.88888888889,144822.22222222222,-22133.33333333333,-230,-190,-40,-0.6,0.14,-0.74
720,700,-100,970,380,-30,440.0,440.0,0.0,145866.66666666666,168466.66666666666,-22600.0,-100,-30,-70,-0.71,0.22,-0.9299999999999999
860,50,-480,880,20,-470,143.33333333333331,143.33333333333331,0.0,303622.22222222225,311355.55555555556,-7733.333333333314,-480,-470,-10,0.25,0.32,-0.07
710,200,-50,770,100,-10,286.66666666666663,286.66666666666663,0.0,100022.22222222223,118822.22222222223,-18800.0,-50,-10,-40,0.39,0.65,-0.26
530,520,-320,880,160,-310,243.33333333333331,243.33333333333331,0.0,158688.8888888889,239488.88888888888,-80799.99999999997,-320,-310,-10,-0.71,0.25,-0.96
740,400,-470,850,280,-460,223.33333333333331,223.33333333333331,0.0,259622.22222222225,287622.22222222225,-28000.0,-470,-460,-10,-0.48,-0.16,-0.31999999999999995
510,460,-860,800,140,-830,36.666666666666664,36.666666666666664,0.0,402422.2222222222,448155.5555555555,-45733.333333333314,-860,-830,-30,-0.7,-0.23,-0.47
660,350,-540,820,80,-430,156.66666666666666,156.66666666666666,0.0,258688.88888888888,263355.55555555556,-4666.666666666686,-540,-430,-110,-0.52,0.22,-0.74
640,620,-480,740,510,-470,260.0,260.0,0.0,273866.6666666667,275266.6666666667,-1400.0,-480,-470,-10,-0.71,-0.61,-0.09999999999999998
600,190,-720,730,40,-700,23.333333333333332,23.333333333333332,0.0,304288.8888888889,340955.55555555556,-36666.666666666686,-720,-700,-20,-0.43,-0.04,-0.39
600,390,-240,770,60,-80,250.0,250.0,0.0,127400.0,138466.66666666666,-11066.666666666657,-240,-80,-160,-0.53,0.63,-1.1600000000000001
520,360,-630,720,130,-600,83.33333333333333,83.33333333333333,0.0,258688.8888888889,291488.8888888889,-32799.99999999997,-630,-600,-30,-0.65,-0.13,-0.52
630,360,-290,740,190,-230,233.33333333333331,233.33333333333331,0.0,149088.88888888888,157755.55555555553,-8666.666666666657,-290,-230,-60,-0.46,0.16,-0.62
690,420,-80,890,210,-70,343.3333333333333,343.3333333333333,0.0,101755.55555555556,162488.8888888889,-60733.33333333334,-80,-70,-10,-0.35,0.46,-0.81
700,650,-120,990,250,-10,410.0,410.0,0.0,140866.66666666666,179466.66666666666,-38600.0,-120,-10,-110,-0.7,0.51,-1.21
690,640,-990,960,350,-970,113.33333333333333,113.33333333333333,0.0,609088.8888888889,648822.2222222221,-39733.333333333256,-990,-970,-20,-0.7,-0.42,-0.27999999999999997
510,380,-290,700,140,-240,200.0,200.0,0.0,122866.66666666667,149066.66666666666,-26199.999999999985,-290,-240,-50,-0.63,0.23,-0.86
630,350,-380,760,160,-320,200.0,200.0,0.0,181266.66666666666,195200.0,-13933.333333333343,-380,-320,-60,-0.48,0.14,-0.62
380,320,-470,520,140,-430,76.66666666666666,76.66666666666666,0.0,150022.2222222222,152422.22222222222,-2400.000000000029,-470,-430,-40,-0.69,-0.24,-0.44999999999999996
650,310,-560,800,100,-500,133.33333333333331,133.33333333333331,0.0,259622.22222222225,282222.22222222225,-22600.0,-560,-500,-60,-0.48,0.09,-0.57
700,110,-240,750,40,-220,190.0,190.0,0.0,150466.66666666666,168066.66666666666,-17600.0,-240,-220,-20,0.3,0.5,-0.2
560,500,-130,800,200,-70,310.0,310.0,0.0,97400.0,132200.0,-34800.0,-130,-70,-60,-0.69,0.43,-1.1199999999999999
660,600,-750,930,320,-740,170.0,170.0,0.0,423800.0,476066.6666666667,-52266.666666666686,-750,-740,-10,-0.7,-0.32,-0.37999999999999995
610,390,-990,800,110,-930,3.333333333333333,-6.666666666666666,10.0,501422.22222222225,505622.2222222222,-4199.999999999942,-990,-930,-60,-0.66,-0.24,-0.42000000000000004
650,300,-570,810,30,-490,126.66666666666666,116.66666666666666,10.0,263088.8888888889,285422.22222222225,-22333.333333333372,-570,-490,-80,-0.47,0.24,-0.71
480,220,-820,610,20,-780,-40.0,-50.0,10.0,315466.6666666667,324466.6666666667,-9000.0,-820,-780,-40,-0.6,-0.18,-0.42
240,110,-210,290,10,-190,46.666666666666664,36.666666666666664,10.0,35755.555555555555,38755.555555555555,-3000.0,-210,-190,-20,-0.46,0.2,-0.66
740,670,-120,950,420,-110,430.0,420.0,10.0,152066.66666666666,187266.66666666666,-35200.0,-120,-110,-10,-0.69,0.0,-0.69
740,320,-190,840,140,-140,290.0,280.0,10.0,144600.0,169866.66666666666,-25266.666666666657,-190,-140,-50,-0.12,0.47,-0.59
660,440,-140,850,110,-30,320.0,310.0,10.0,113866.66666666667,149066.66666666666,-35199.999999999985,-140,-30,-110,-0.49,0.64,-1.13
560,530,-560,910,70,-480,176.66666666666666,166.66666666666666,10.0,271488.88888888893,326688.88888888893,-55200.0,-560,-480,-80,-0.71,0.25,-0.96
580,310,-330,710,90,-270,186.66666666666666,176.66666666666666,10.0,145622.22222222222,163822.22222222222,-18200.0,-330,-270,-60,-0.45,0.31,-0.76
750,460,-680,930,190,-620,176.66666666666666,166.66666666666666,10.0,380955.55555555556,400688.88888888893,-19733.333333333372,-680,-620,-60,-0.59,-0.06,-0.53
450,260,-590,580,50,-540,40.0,30.0,10.0,204466.66666666666,209266.66666666666,-4800.0,-590,-540,-50,-0.61,-0.07,-0.54
750,580,-220,970,190,-80,370.0,360.0,10.0,178866.66666666666,198200.0,-19333.333333333343,-220,-80,-140,-0.62,0.52,-1.1400000000000001
610,300,-880,800,30,-830,10.0,0.0,10.0,412066.6666666667,443266.6666666667,-31200.0,-880,-830,-50,-0.59,-0.07,-0.52
560,360,-370,710,70,-260,183.33333333333331,173.33333333333331,10.0,159755.55555555556,162155.55555555553,-2399.999999999971,-370,-260,-110,-0.58,0.37,-0.95
710,390,-360,860,110,-260,246.66666666666666,236.66666666666666,10.0,201088.88888888888,217088.8888888889,-16000.00000000003,-360,-260,-100,-0.45,0.39,-0.8400000000000001
600,330,-700,650,240,-690,76.66666666666666,66.66666666666666,10.0,313755.5555555555,314288.8888888889,-533.3333333333721,-700,-690,-10,-0.59,-0.43,-0.15999999999999998
720,550,-340,980,140,-220,310.0,300.0,10.0,216066.66666666666,252800.0,-36733.33333333334,-340,-220,-120,-0.64,0.45,-1.09
660,400,-650,860,70,-550,136.66666666666666,126.66666666666666,10.0,320688.8888888889,332955.55555555556,-12266.666666666686,-650,-550,-100,-0.6,0.15,-0.75
520,280,-460,640,80,-410,113.33333333333333,103.33333333333333,10.0,173955.5555555556,184022.22222222222,-10066.666666666628,-460,-410,-50,-0.54,0.08,-0.62
680,440,-760,830,210,-710,120.0,110.0,10.0,396800.0,400266.6666666667,-3466.666666666686,-760,-710,-50,-0.63,-0.23,-0.4
730,470,-390,980,60,-290,270.0,250.0,20.0,229066.66666666666,286866.6666666667,-57800.00000000003,-390,-290,-100,-0.55,0.49,-1.04
860,460,-540,940,300,-520,260.0,240.0,20.0,346666.6666666667,357066.6666666667,-10400.0,-540,-520,-20,-0.47,-0.15,-0.31999999999999995
630,430,-530,740,240,-510,176.66666666666666,156.66666666666666,20.0,256355.5555555556,263888.8888888889,-7533.333333333285,-530,-510,-20,-0.63,-0.24,-0.39
650,490,-140,800,200,-60,333.3333333333333,313.3333333333333,20.0,116288.88888888889,129688.88888888888,-13399.999999999985,-140,-60,-80,-0.59,0.44,-1.03
280,260,-210,420,40,-190,110.0,90.0,20.0,51266.666666666664,63266.666666666664,-12000.0,-210,-190,-20,-0.7,0.29,-0.99
510,320,-890,640,120,-880,-20.0,-40.0,20.0,384466.6666666667,397866.6666666667,-13400.0,-890,-880,-10,-0.66,-0.36,-0.30000000000000004
610,380,-290,790,10,-160,233.33333333333331,213.33333333333331,20.0,145755.55555555556,171088.88888888888,-25333.333333333314,-290,-160,-130,-0.52,0.62,-1.1400000000000001
790,220,-830,860,70,-810,60.0,40.0,20.0,450200.0,465266.6666666667,-15066.666666666686,-830,-810,-20,-0.34,-0.07,-0.27
780,350,-240,990,60,-220,296.66666666666663,276.66666666666663,20.0,174822.22222222225,267488.8888888888,-92666.66666666657,-240,-220,-20,-0.19,0.55,-0.74
580,560,-310,810,180,-220,276.66666666666663,256.66666666666663,20.0,172155.5555555556,179755.55555555553,-7599.999999999942,-310,-220,-90,-0.71,0.27,-0.98
640,380,-140,720,190,-90,293.3333333333333,273.3333333333333,20.0,105155.55555555555,112822.2222222222,-7666.666666666657,-140,-90,-50,-0.38,0.36,-0.74
680,250,-630,800,50,-610,100.0,80.0,20.0,297266.6666666667,331800.0,-34533.333333333314,-630,-610,-20,-0.39,0.08,-0.47000000000000003
830,230,-490,920,10,-420,190.0,170.0,20.0,291200.0,312066.6666666667,-20866.666666666686,-490,-420,-70,-0.11,0.41,-0.52
750,420,-150,940,40,-20,340.0,320.0,20.0,138200.0,192800.0,-54600.0,-150,-20,-130,-0.31,0.7,-1.01
880,340,-220,980,70,-110,333.3333333333333,313.3333333333333,20.0,201688.8888888889,227622.22222222225,-25933.333333333343,-220,-110,-110,-0.02,0.63,-0.65
950,150,-40,970,60,-30,353.3333333333333,333.3333333333333,20.0,184022.22222222225,204022.22222222225,-20000.0,-40,-30,-10,0.6,0.69,-0.08999999999999997
530,400,-560,680,170,-540,123.33333333333333,103.33333333333333,20.0,236288.8888888889,250288.88888888888,-13999.99999999997,-560,-540,-20,-0.67,-0.2,-0.47000000000000003
580,400,-450,680,210,-420,176.66666666666666,156.66666666666666,20.0,201755.55555555553,203088.88888888888,-1333.333333333343,-450,-420,-30,-0.62,-0.18,-0.44
800,400,-930,920,210,-920,90.0,70.0,20.0,546866.6666666666,574066.6666666666,-27200.0,-930,-920,-10,-0.56,-0.27,-0.29000000000000004
790,210,-170,830,10,-70,276.66666666666663,256.66666666666663,20.0,155822.2222222222,165422.2222222222,-9600.0,-170,-70,-100,0.25,0.69,-0.43999999999999995
