agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,slider.response,slider.rt,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,check_correctness.started,check_correctness.stopped,failed_questions.started,failed_questions.stopped,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.3055555555555556],[0.008333333333333333],[1],[0],[0],[56.09209999999403],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,18,1,48,36,-33,76,20,-27,17,23,-6,35.6931366,42.10304819,-6.409911592,-33,-27,-6,-0.65,0.11,-0.76,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.30833333333333335],[0.007407379150390625],[1],[0],[0],[61.35939999999107],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,73,1,79,56,-16,99,19,-8,39.66666667,36.66666667,3,40.46672158,45.4337124,-4.966990816,-16,-8,-8,-0.54,0.52,-1.06,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.125],[0.04351849026150174],[1],[0],[0],[11.562000000000012],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,99,1,72,70,-34,99,2,-20,36,27,9,49.50420858,51.69784006,-2.193631483,-34,-20,-14,-0.71,0.61,-1.32,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.2592592451307509],[-0.06111111111111111],[1],[0],[0],[10.262099999994035],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,4,4,134,1,67,16,-14,66,5,-2,23,23,0,33.43650699,30.53959179,2.896915205,-14,-2,-12,0.3,0.68,-0.38,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.37314817640516496],[-0.012962977091471354],[1],[0],[0],[3.678299999997023],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,5,5,8,1,67,30,-64,98,12,-50,11,20,-9,55.14224031,60.68497892,-5.542738609,-64,-50,-14,-0.48,0.2,-0.68,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.07962960137261285],[-0.059259287516276044],[1],[0],[0],[8.179999999999978],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,6,6,57,1,39,29,-22,58,1,-13,15.33333333,15.33333333,0,26.71246068,30.70649587,-3.994035195,-22,-13,-9,-0.63,0.6,-1.23,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.24444444444444444],[0],[1],[0],[0],[3.8284999999999627],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,7,7,82,1,64,57,-33,97,1,-19,29.33333333,26.33333333,3,44.16886787,50.63156679,-6.46269892,-33,-19,-14,-0.69,0.63,-1.32,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.17777777777777778],[0.016666666666666666],[1],[0],[0],[38.75879999999705],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,8,8,198,1,66,52,-14,71,33,-3,34.66666667,33.66666667,1,34.88393454,30.21405118,4.669883356,-14,-3,-11,-0.62,0.03,-0.65,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.20185182359483506],[-0.006481509738498264],[1],[0],[0],[9.895600000008926],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,54,1,61,50,-88,94,11,-82,7.666666667,7.666666667,0,67.79544396,71.8903486,-4.094904639,-88,-82,-6,-0.69,-0.07,-0.62,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.375],[0.0425925784640842],[1],[0],[0],[9.394800000011912],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,16,1,58,37,-21,83,16,-7,24.66666667,30.66666667,-6,33.40991204,38.17794593,-4.768033896,-21,-7,-14,-0.5,0.52,-1.02,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.16944444444444445],[-0.002777777777777778],[1],[0],[0],[7.0958999999910475],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,11,11,201,1,94,59,-24,99,39,-12,43,42,1,49.48400415,45.36518489,4.118819261,-24,-12,-12,-0.45,0.1,-0.55,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.36203706529405383],[0.017592578464084203],[1],[0],[0],[5.377600000008897],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,12,12,95,1,77,49,-72,97,6,-67,18,12,6,64.65807503,67.08700818,-2.42893315,-72,-67,-5,-0.61,0.13,-0.74,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.2787036895751953],[-0.0037037319607204863],[1],[0],[0],[8.36210000000898],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,13,13,183,1,60,58,-24,72,31,-12,31.33333333,30.33333333,1,39.13509366,34.29609631,4.838997345,-24,-12,-12,-0.71,-0.03,-0.68,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.2675926208496094],[-0.008333333333333333],[1],[0],[0],[5.54489999999106],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,14,14,104,1,92,54,-10,99,11,-1,45.33333333,36.33333333,9,42.08985098,44.58200933,-2.492158346,-10,-1,-9,-0.3,0.67,-0.97,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.2148148430718316],[0.05],[1],[0],[0],[6.228600000008953],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,15,15,105,1,56,53,-14,73,2,-7,31.66666667,22.66666667,9,32.31442746,35.78019316,-3.465765693,-14,-7,-7,-0.7,0.67,-1.37,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.19722222222222222],[-0.07037039862738716],[1],[0],[0],[7.7628999999910775],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,16,16,163,1,99,63,-12,93,52,-4,50,47,3,46.23851209,39.75759885,6.480913232,-12,-4,-8,-0.4,-0.19,-0.21,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.1111111111111111],[-0.029629643758138022],[1],[0],[0],[4.294200000002945],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,17,17,63,1,66,36,-14,80,11,-6,29.33333333,28.33333333,1,32.99831646,37.18721405,-4.188897596,-14,-6,-8,-0.29,0.6,-0.89,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.30740746392144097],[-0.04814817640516493],[1],[0],[0],[7.777799999997001],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,18,18,170,1,57,40,-94,70,21,-79,1,4,-3,67.53270812,62.00537611,5.527332014,-94,-79,-15,-0.67,-0.39,-0.28,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.0953703138563368],[-0.0324074215359158],[1],[0],[0],[6.246299999997063],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,19,19,94,1,72,70,-17,94,24,-11,41.66666667,35.66666667,6,41.49163236,43.65266951,-2.161037156,-17,-11,-6,-0.71,0.38,-1.09,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.0953703138563368],[-0.0324074215359158],[1],[0],[0],[5.344499999999982],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,20,20,172,1,74,69,-25,82,49,-13,39.33333333,39.33333333,0,45.5363103,39.38132665,6.154983646,-25,-13,-12,-0.7,-0.35,-0.35,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.0953703138563368],[-0.0324074215359158],[1],[0],[0],[5.579199999988077],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,21,21,161,1,91,40,-37,81,27,-32,31.33333333,25.33333333,6,52.61389761,46.14710777,6.466789845,-37,-32,-5,-0.24,-0.05,-0.19,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.17777777777777778],[-0.009259287516276042],[1],[0],[0],[4.427600000008908],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,22,22,144,1,95,89,-13,98,73,-3,57,56,1,49.55804677,42.94958285,6.608463927,-13,-3,-10,-0.7,-0.53,-0.17,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.29351849026150173],[-0.022222222222222223],[1],[0],[0],[8.044199999988109],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,23,23,71,1,62,45,-31,84,8,-19,25.33333333,24.33333333,1,40.43375927,43.60682923,-3.173069958,-31,-19,-12,-0.61,0.51,-1.12,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.225],[0.028703689575195312],[1],[0],[0],[14.310999999999979],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,24,24,117,1,73,68,-84,83,63,-71,19,25,-6,72.86059749,68.37153404,4.489063453,-84,-71,-13,-0.7,-0.66,-0.04,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.2046296861436632],[-0.007407421535915799],[1],[0],[0],[3.695400000005975],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,25,25,190,1,87,69,-31,91,47,-16,41.66666667,40.66666667,1,51.90589776,43.91152721,7.994370546,-31,-16,-15,-0.64,-0.21,-0.43,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.32314813401963977],[0.025],[1],[0],[0],[5.67729999999699],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,26,26,138,1,81,78,-44,94,63,-33,38.33333333,41.33333333,-3,58.2313394,54.06374838,4.167591025,-44,-33,-11,-0.71,-0.54,-0.17,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.3388888888888889],[0.0018518235948350695],[1],[0],[0],[3.8619999999999663],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,27,27,126,1,79,27,-34,70,26,-24,24,24,0,46.18080409,38.40138886,7.779415229,-34,-24,-10,-0.1,-0.08,-0.02,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.22777777777777777],[-0.03518519931369358],[1],[0],[0],[4.245100000008961],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,28,28,88,1,61,49,-22,81,3,-14,29.33333333,23.33333333,6,36.62725154,41.36289266,-4.735641114,-22,-14,-8,-0.65,0.62,-1.27,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.2509259541829427],[0.015740712483723957],[1],[0],[0],[4.960600000008924],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,29,29,162,1,78,64,-50,80,54,-42,30.66666667,30.66666667,0,57.32558087,52.46797965,4.857601218,-50,-42,-8,-0.68,-0.58,-0.1,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.3194444444444444],[-0.017592620849609376],[1],[0],[0],[25.245499999999993],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,30,30,77,1,76,54,-46,97,16,-38,28,25,3,53.09111665,55.47972603,-2.388609381,-46,-38,-8,-0.62,0.24,-0.86,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.28240746392144095],[-0.014814843071831597],[1],[0],[0],[2.680499999999995],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,31,31,89,1,76,64,-21,97,15,-11,39.66666667,33.66666667,6,43.17663977,46.02414825,-2.847508476,-21,-11,-10,-0.67,0.54,-1.21,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.32685182359483506],[-0.010185199313693577],[1],[0],[0],[9.179200000002993],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,32,32,26,1,49,33,-54,78,3,-44,9.333333333,12.33333333,-3,45.25728916,50.24163833,-4.98434917,-54,-44,-10,-0.64,0.27,-0.91,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[-0.1740740458170573],[0.013888888888888888],[1],[0],[0],[8.511699999988082],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,33,33,181,1,84,74,-73,96,33,-62,28.33333333,22.33333333,6,71.76969339,64.9427098,6.826983592,-73,-62,-11,-0.7,-0.24,-0.46,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.19814817640516494],[0.03796293470594618],[1],[0],[0],[4.479299999997011],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,34,34,49,1,67,35,-44,90,1,-33,19.33333333,19.33333333,0,46.64999702,51.86092513,-5.210928109,-44,-33,-11,-0.47,0.49,-0.96,unconfounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.24907413058810765],[-0.027777777777777776],[1],[0],[0],[9.19489999999098],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,35,35,180,1,89,74,-13,90,55,-4,50,47,3,44.96665431,38.79003308,6.176621228,-13,-4,-9,-0.65,-0.3,-0.35,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.325],[0.027777777777777776],[1],[0],[0],[6.428700000003005],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,36,36,135,1,77,61,-18,90,60,-3,40,49,-9,41.52910626,38.75564475,2.773461509,-18,-3,-15,-0.63,-0.4,-0.23,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.35],[0.0037036895751953124],[1],[0],[0],[2.5291000000089525],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,37,37,128,1,89,67,-17,87,61,-12,46.33333333,45.33333333,1,45.67518169,41.90730512,3.76787657,-17,-12,-5,-0.59,-0.51,-0.08,confounded,FALSE,,,,
,,,,,,46,female,Head of department,2025-08-19_13h54.03.530,lotterie_task,2024.2.4,Win32,60.60606061,67eaf47d4e5ef1afadd6c8c4,68947058ad5ea3fc73912f3f,68a4520eabef9b52d0926908,,,,,,,,,,,,,,,,,,,,,[0.3009259541829427],[-0.03611111111111111],[1],[0],[0],[8.31170000000293],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,38,38,9,1,72,62,-10,99,53,-1,41.33333333,50.33333333,-9,36.52700675,40.86835233,-4.341345579,-10,-1,-9,-0.67,-0.1,-0.57,unconfounded,FALSE,,,,
