agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1675925925925926],[-0.009259259259259259],[1],[0],[0],[6.276700000047697],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,11,1,50,31,-44,73,9,-36,12.33333333,15.33333333,-3,40.58187882,44.723844,-4.141965177,-44,-36,-8,-0.59,0.21,-0.8,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.23796296296296296],[-0.023148148148148147],[1],[0],[0],[6.420699999988074],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,14,1,59,44,-37,88,14,-27,22,25,-3,42.16633728,47.58851402,-5.422176736,-37,-27,-10,-0.64,0.33,-0.97,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2462962962962963],[-0.018518518518518517],[1],[0],[0],[4.527500000000032],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,3,3,38,1,50,30,-9,60,16,-5,23.66666667,23.66666667,0,24.4994331,27.08423075,-2.584797654,-9,-5,-4,-0.37,0.4,-0.77,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2351851851851852],[-0.026851851851851852],[1],[0],[0],[6.0575000000000045],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,4,4,93,1,63,56,-8,78,18,-3,37,31,6,31.94787421,34.3220046,-2.374130391,-8,-3,-5,-0.68,0.51,-1.19,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.11296296296296296],[-0.04259259259259259],[1],[0],[0],[8.877400000035777],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,5,5,53,1,54,23,-50,70,3,-46,9,9,0,43.59663596,47.5464685,-3.949832543,-50,-46,-4,-0.45,0.19,-0.64,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.15833333333333333],[-0.022222222222222223],[1],[0],[0],[5.914299999952277],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,6,6,75,1,38,34,-15,62,2,-7,19,19,0,24.0970261,30.62678566,-6.529759566,-15,-7,-8,-0.69,0.66,-1.35,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2833333333333333],[0.002777777777777778],[1],[0],[0],[5.993699999988053],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,7,7,64,1,79,49,-50,98,25,-45,26,26,0,55.11805512,58.3837877,-3.265732586,-50,-45,-5,-0.55,0.03,-0.58,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.28703703703703703],[-0.003703703703703704],[1],[0],[0],[2.0238999999761518],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,16,1,69,48,-66,95,23,-58,17,20,-3,59.31273051,62.49799997,-3.185269463,-66,-58,-8,-0.64,-0.07,-0.57,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.35],[-0.049074074074074076],[1],[0],[0],[3.0316999999880636],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,96,1,63,60,-7,87,12,-1,38.66666667,32.66666667,6,32.31442746,38.78430381,-6.46987635,-7,-1,-6,-0.7,0.65,-1.35,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.28425925925925927],[-0.044444444444444446],[1],[0],[0],[3.3267999999523568],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,10,10,85,1,68,40,-24,83,5,-13,28,25,3,38.50541088,41.66533331,-3.159922437,-24,-13,-11,-0.44,0.61,-1.05,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1388888888888889],[-0.018518518518518517],[1],[0],[0],[2.9481999999881054],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,11,11,18,1,52,40,-57,82,4,-42,11.66666667,14.66666667,-3,48.80118396,51.18159391,-2.380409957,-57,-42,-15,-0.68,0.3,-0.98,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.09351851851851851],[-0.006481481481481481],[1],[0],[0],[4.976100000023848],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,12,12,51,1,37,25,-44,56,2,-40,6,6,0,35.6931366,39.29376541,-3.600628814,-44,-40,-4,-0.65,0.15,-0.8,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.3509259259259259],[-0.016666666666666666],[1],[0],[0],[5.597900000035793],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,13,13,62,1,70,30,-62,87,8,-57,12.66666667,12.66666667,0,55.26501807,58.88029287,-3.615274804,-62,-57,-5,-0.44,0.12,-0.56,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.31851851851851853],[-0.012037037037037037],[1],[0],[0],[2.4643999999761945],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,14,14,45,1,53,44,-12,76,17,-8,28.33333333,28.33333333,0,28.75567577,35.21678893,-6.461113157,-12,-8,-4,-0.66,0.45,-1.11,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.20555555555555555],[-0.04351851851851852],[1],[0],[0],[38.52850000000001],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,15,15,88,1,64,41,-14,77,10,-5,30.33333333,27.33333333,3,32.72443871,35.64952859,-2.925089883,-14,-5,-9,-0.45,0.61,-1.06,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1824074074074074],[-0.046296296296296294],[1],[0],[0],[3.6981999999881054],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,16,16,4,1,53,51,-96,93,17,-84,2.666666667,8.666666667,-6,69.77264666,72.49980843,-2.727161767,-96,-84,-12,-0.71,-0.17,-0.54,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.34814814814814815],[-0.04537037037037037],[1],[0],[0],[2.0458000000119227],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,17,17,87,1,57,54,-20,83,2,-3,30.33333333,27.33333333,3,35.6121078,39.4151691,-3.803061301,-20,-3,-17,-0.7,0.7,-1.4,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.24444444444444444],[-0.019444444444444445],[1],[0],[0],[3.1057999999522963],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,18,18,6,1,70,24,-76,92,8,-64,6,12,-6,60.94806532,63.7495098,-2.801444479,-76,-64,-12,-0.42,0.09,-0.51,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2111111111111111],[-0.03148148148148148],[1],[0],[0],[3.2811999999880754],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,19,19,77,1,41,32,-42,64,5,-38,10.33333333,10.33333333,0,37.18721405,41.81174742,-4.624533368,-42,-38,-4,-0.68,0.19,-0.87,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.21574074074074073],[-0.05648148148148148],[1],[0],[0],[2.9766999999881136],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,20,20,66,1,81,22,-15,91,3,-6,29.33333333,29.33333333,0,39.53338954,43.75944343,-4.226053881,-15,-6,-9,0.27,0.68,-0.41,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.37592592592592594],[-0.025925925925925925],[1],[0],[0],[2.928699999988055],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,21,21,39,1,55,16,-30,64,2,-25,13.66666667,13.66666667,0,34.7403064,37.25885428,-2.518547878,-30,-25,-5,-0.1,0.44,-0.54,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2537037037037037],[-0.027777777777777776],[1],[0],[0],[3.8658999999761363],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,22,22,58,1,68,19,-54,79,4,-50,11,11,0,50.12650663,52.89612462,-2.769617994,-54,-50,-4,-0.24,0.2,-0.44,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.25833333333333336],[0.028703703703703703],[1],[0],[0],[3.314800000011928],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,23,23,83,1,47,44,-9,67,8,-2,27.33333333,24.33333333,3,25.7207223,30.44484996,-4.724127658,-9,-2,-7,-0.7,0.65,-1.35,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.262037037037037],[0.012037037037037037],[1],[0],[0],[2.7249000000357455],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,24,24,97,1,76,47,-63,93,8,-59,20,14,6,59.87208587,62.19860663,-2.326520758,-63,-59,-4,-0.58,0.14,-0.72,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.24537037037037038],[-0.018518518518518517],[1],[0],[0],[8.914800000011951],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,25,25,7,1,76,21,-90,94,13,-82,2.333333333,8.333333333,-6,69.04265992,71.92743257,-2.884772646,-90,-82,-8,-0.39,-0.1,-0.29,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2638888888888889],[-0.023148148148148147],[1],[0],[0],[2.894599999964214],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,26,26,42,1,73,38,-33,97,1,-20,26,26,0,44.09837488,50.93132631,-6.832951437,-33,-20,-13,-0.39,0.62,-1.01,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.17777777777777778],[-0.023148148148148147],[1],[0],[0],[2.931300000011902],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,27,27,78,1,51,45,-78,80,11,-73,6,6,0,59.44745579,62.56196928,-3.114513488,-78,-73,-5,-0.7,-0.12,-0.58,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1935185185185185],[-0.03796296296296296],[1],[0],[0],[2.4311999999881095],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,28,28,67,1,74,38,-25,94,11,-18,29,29,0,40.91454509,47.46226571,-6.547720623,-25,-18,-7,-0.32,0.51,-0.83,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.28703703703703703],[-0.027777777777777776],[1],[0],[0],[2.948100000023828],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,29,29,12,1,57,37,-63,90,9,-59,10.33333333,13.33333333,-3,52.49338583,60.90612084,-8.412735011,-63,-59,-4,-0.63,0.11,-0.74,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.18703703703703703],[-0.03148148148148148],[1],[0],[0],[3.245599999964213],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,30,30,72,1,66,50,-48,92,14,-38,22.66666667,22.66666667,0,50.39400317,53.42492136,-3.030918188,-48,-38,-10,-0.65,0.24,-0.89,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.34814814814814815],[-0.026851851851851852],[1],[0],[0],[3.64549999999997],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,31,31,46,1,77,47,-21,99,18,-14,34.33333333,34.33333333,0,40.99864496,47.55581516,-6.557170196,-21,-14,-7,-0.43,0.47,-0.9,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19074074074074074],[-0.023148148148148147],[1],[0],[0],[3.3685999999642604],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,32,32,17,1,71,31,-47,94,2,-32,18.33333333,21.33333333,-3,48.9988662,53.22488975,-4.22602355,-47,-32,-15,-0.37,0.5,-0.87,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.3592592592592593],[-0.013888888888888888],[1],[0],[0],[2.054499999999962],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,33,33,99,1,67,61,-10,90,14,-4,39.33333333,33.33333333,6,34.96982827,40.73764298,-5.767814715,-10,-4,-6,-0.69,0.6,-1.29,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.30648148148148147],[-0.025925925925925925],[1],[0],[0],[3.176599999964253],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,34,34,69,1,61,45,-48,87,13,-42,19.33333333,19.33333333,0,48.05783553,52.85409687,-4.796261339,-48,-42,-6,-0.65,0.18,-0.83,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.22962962962962963],[-0.030555555555555555],[1],[0],[0],[1.4568000000119241],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,35,35,31,1,79,41,-38,99,6,-23,27.33333333,27.33333333,0,48.73283173,52.04058245,-3.30775072,-38,-23,-15,-0.4,0.55,-0.95,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.25092592592592594],[-0.023148148148148147],[1],[0],[0],[1.4392999999523113],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,36,36,89,1,49,34,-14,65,1,-6,23,20,3,26.87005769,31.94787421,-5.077816527,-14,-6,-8,-0.55,0.68,-1.23,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.262037037037037],[-0.049074074074074076],[1],[0],[0],[4.292599999964239],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,37,37,8,1,63,50,-48,99,27,-43,21.66666667,27.66666667,-6,49.54683531,57.97317387,-8.426338566,-48,-43,-5,-0.67,0.02,-0.69,,,,
,,,,,,31,female,2025-04-02_11h54.00.953,lotterie_task,2024.2.4,Win32,59.88023952,66105240a5e963088e15c5bc,67ec14af82a94bf3ef3ef029,67ecfb0a218fe96f2e51b7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.22870370370370371],[0.03981481481481482],[1],[0],[0],[3.1273999999761486],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,38,38,15,1,61,39,-94,93,10,-88,2,5,-3,68.47383929,73.97747405,-5.503634762,-94,-88,-6,-0.65,-0.1,-0.55,,,,
