agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.24259259259259258],[0.025],[1],[0],[0],[10.381],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,27,1,72,36,-85,88,16,-81,7.666666667,7.666666667,0,67.15322446,69.24513621,-2.09191175,-85,-81,-4,-0.56,-0.18,-0.38,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2518518518518518],[-0.008333333333333333],[1],[0],[0],[8.605800000000755],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,73,1,58,47,-74,97,2,-68,10.33333333,10.33333333,0,59.80152358,67.61820925,-7.816685673,-74,-68,-6,-0.69,0.18,-0.87,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.25],[-0.005555555555555556],[1],[0],[0],[2.8240000000000123],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,3,3,37,1,64,45,-19,85,10,-5,30,30,0,35.50586806,39.37003937,-3.86417131,-19,-5,-14,-0.56,0.63,-1.19,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2740740740740741],[0.05648148148148148],[1],[0],[0],[7.493099999999657],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,4,4,1,1,38,33,-50,58,27,-46,7,13,-6,40.35674252,43.59663596,-3.239893438,-50,-46,-4,-0.7,-0.45,-0.25,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.14629629629629629],[-0.030555555555555555],[1],[0],[0],[3.3919999999999675],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,5,5,92,1,69,44,-23,81,8,-17,30,24,6,38.8415585,41.57723736,-2.735678863,-23,-17,-6,-0.49,0.52,-1.01,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19537037037037036],[-0.000925925925925926],[1],[0],[0],[2.3589000000003466],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,6,6,11,1,50,31,-44,73,9,-36,12.33333333,15.33333333,-3,40.58187882,44.723844,-4.141965177,-44,-36,-8,-0.59,0.21,-0.8,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.075],[-0.014814814814814815],[1],[0],[0],[1.8750999999996338],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,7,7,48,1,56,46,-28,85,8,-19,24.66666667,24.66666667,0,37.46405685,44.06308609,-6.599029239,-28,-19,-9,-0.67,0.51,-1.18,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.09259259259259259],[-0.028703703703703703],[1],[0],[0],[3.4028000000006955],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,8,8,93,1,63,56,-8,78,18,-3,37,31,6,31.94787421,34.3220046,-2.374130391,-8,-3,-5,-0.68,0.51,-1.19,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2111111111111111],[-0.023148148148148147],[1],[0],[0],[1.7434999999999832],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,9,9,23,1,64,52,-58,93,11,-46,19.33333333,19.33333333,0,54.90193277,57.05163353,-2.149700761,-58,-46,-12,-0.68,0.22,-0.9,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.0824074074074074],[0.007407407407407408],[1],[0],[0],[4.175999999999988],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,17,1,71,31,-47,94,2,-32,18.33333333,21.33333333,-3,48.9988662,53.22488975,-4.22602355,-47,-32,-15,-0.37,0.5,-0.87,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.11851851851851852],[0.028703703703703703],[1],[0],[0],[1.3277000000011299],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,11,11,18,1,52,40,-57,82,4,-42,11.66666667,14.66666667,-3,48.80118396,51.18159391,-2.380409957,-57,-42,-15,-0.68,0.3,-0.98,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.06018518518518518],[-0.020370370370370372],[1],[0],[0],[2.275199999999302],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,12,12,88,1,64,41,-14,77,10,-5,30.33333333,27.33333333,3,32.72443871,35.64952859,-2.925089883,-14,-5,-9,-0.45,0.61,-1.06,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10648148148148148],[-0.030555555555555555],[1],[0],[0],[3.509299999998859],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,13,13,29,1,76,46,-41,95,20,-34,27,27,0,49.61854492,52.89612462,-3.277579702,-41,-34,-7,-0.52,0.2,-0.72,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.03888888888888889],[-0.02962962962962963],[1],[0],[0],[1.8899000000004094],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,14,14,30,1,59,49,-17,81,20,-10,30.33333333,30.33333333,0,33.71778298,37.86232369,-4.144540718,-17,-10,-7,-0.66,0.39,-1.05,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.14166666666666666],[0.000925925925925926],[1],[0],[0],[1.4641000000015083],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,15,15,33,1,46,39,-47,76,2,-40,12.66666667,12.66666667,0,42.28737663,47.95368136,-5.666304726,-47,-40,-7,-0.69,0.32,-1.01,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.14722222222222223],[-0.005555555555555556],[1],[0],[0],[1.3234999999999673],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,16,16,71,1,75,40,-15,94,14,-8,33.33333333,33.33333333,0,37.04351795,43.82794644,-6.784428486,-15,-8,-7,-0.26,0.58,-0.84,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.11203703703703703],[-0.020370370370370372],[1],[0],[0],[1.6245000000000118],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,17,17,70,1,66,42,-35,90,1,-18,24.33333333,24.33333333,0,43.08389748,47.07676945,-3.992871972,-35,-18,-17,-0.55,0.62,-1.17,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.14629629629629629],[-0.03518518518518519],[1],[0],[0],[0.97430000000071],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,18,18,66,1,81,22,-15,91,3,-6,29.33333333,29.33333333,0,39.53338954,43.75944343,-4.226053881,-15,-6,-9,0.27,0.68,-0.41,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.15648148148148147],[-0.021296296296296296],[1],[0],[0],[1.093599999999583],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,19,19,84,1,66,44,-27,85,4,-15,27.66666667,24.66666667,3,39.68486977,43.36152929,-3.676659515,-27,-15,-12,-0.55,0.61,-1.16,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.12962962962962962],[-0.04722222222222222],[1],[0],[0],[0.9020999999996775],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,20,20,94,1,69,68,-17,94,19,-11,40,34,6,40.30715404,44.15880433,-3.851650293,-17,-11,-6,-0.71,0.47,-1.18,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.13240740740740742],[-0.001851851851851852],[1],[0],[0],[4.906499999999994],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,21,21,32,1,30,23,-7,44,5,-3,15.33333333,15.33333333,0,16.04853749,20.53181813,-4.483280636,-7,-3,-4,-0.61,0.63,-1.24,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.13796296296296295],[0.012037037037037037],[1],[0],[0],[2.177099999999598],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,22,22,77,1,41,32,-42,64,5,-38,10.33333333,10.33333333,0,37.18721405,41.81174742,-4.624533368,-42,-38,-4,-0.68,0.19,-0.87,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.1388888888888889],[0.012037037037037037],[1],[0],[0],[1.141999999999996],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,23,23,14,1,59,44,-37,88,14,-27,22,25,-3,42.16633728,47.58851402,-5.422176736,-37,-27,-10,-0.64,0.33,-0.97,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.14629629629629629],[0.002777777777777778],[1],[0],[0],[2.206700000001149],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,24,24,83,1,47,44,-9,67,8,-2,27.33333333,24.33333333,3,25.7207223,30.44484996,-4.724127658,-9,-2,-7,-0.7,0.65,-1.35,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19814814814814816],[0.017592592592592594],[1],[0],[0],[1.4439000000003261],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,25,25,85,1,68,40,-24,83,5,-13,28,25,3,38.50541088,41.66533331,-3.159922437,-24,-13,-11,-0.44,0.61,-1.05,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.13518518518518519],[-0.030555555555555555],[1],[0],[0],[1.394300000000726],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,26,26,58,1,68,19,-54,79,4,-50,11,11,0,50.12650663,52.89612462,-2.769617994,-54,-50,-4,-0.24,0.2,-0.44,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.07685185185185185],[-0.03981481481481482],[1],[0],[0],[1.5476999999992245],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,27,27,39,1,55,16,-30,64,2,-25,13.66666667,13.66666667,0,34.7403064,37.25885428,-2.518547878,-30,-25,-5,-0.1,0.44,-0.54,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.11018518518518519],[-0.03796296296296296],[1],[0],[0],[2.0658999999985213],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,28,28,99,1,67,61,-10,90,14,-4,39.33333333,33.33333333,6,34.96982827,40.73764298,-5.767814715,-10,-4,-6,-0.69,0.6,-1.29,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.075],[-0.017592592592592594],[1],[0],[0],[1.492999999999995],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,29,29,26,1,52,40,-47,82,1,-38,15,15,0,44.11349,49.979996,-5.866505998,-47,-38,-9,-0.67,0.4,-1.07,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.06481481481481481],[-0.006481481481481481],[1],[0],[0],[1.2256999999992786],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,30,30,15,1,61,39,-94,93,10,-88,2,5,-3,68.47383929,73.97747405,-5.503634762,-94,-88,-6,-0.65,-0.1,-0.55,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.10555555555555556],[-0.05092592592592592],[1],[0],[0],[1.4600999999996134],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,31,31,60,1,91,16,-26,99,1,-19,27,27,0,48.39421453,51.5622601,-3.16804557,-26,-19,-7,0.33,0.63,-0.3,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.058333333333333334],[-0.024074074074074074],[1],[0],[0],[2.8441999999992618],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,32,32,6,1,70,24,-76,92,8,-64,6,12,-6,60.94806532,63.7495098,-2.801444479,-76,-64,-12,-0.42,0.09,-0.51,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.062037037037037036],[-0.017592592592592594],[1],[0],[0],[1.5777999999988879],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,33,33,53,1,54,23,-50,70,3,-46,9,9,0,43.59663596,47.5464685,-3.949832543,-50,-46,-4,-0.45,0.19,-0.64,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2],[-0.03888888888888889],[1],[0],[0],[1.3910999999995965],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,34,34,54,1,63,37,-54,90,4,-48,15.33333333,15.33333333,0,50.16195991,56.90537955,-6.743419642,-54,-48,-6,-0.57,0.29,-0.86,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.058333333333333334],[-0.04259259259259259],[1],[0],[0],[1.593500000000006],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,35,35,89,1,49,34,-14,65,1,-6,23,20,3,26.87005769,31.94787421,-5.077816527,-14,-6,-8,-0.55,0.68,-1.23,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.12129629629629629],[-0.020370370370370372],[1],[0],[0],[2.3412999999989097],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,36,36,5,1,73,48,-72,98,34,-65,16.33333333,22.33333333,-6,63.28945849,67.05387552,-3.764417033,-72,-65,-7,-0.63,-0.26,-0.37,,,,
,,,,,,28,male,2025-04-01_18h24.42.684,lotterie_task,04.02.2024,Win32,59.88023952,615eaaf99d191e2bc495b80d,67e2b0ae02a1f02d83f7b2c5,67ec0ca4c1fc3cdb5c40b641,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.09259259259259259],[-0.03611111111111111],[1],[0],[0],[1.509900000000357],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,37,37,41,1,44,39,-75,72,4,-68,2.666666667,2.666666667,0,54.95654849,57.16253629,-2.205987801,-75,-68,-7,-0.7,-0.03,-0.67,,,,
