outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check
59,17,-45,75,4,-39,10.333333333333334,13.333333333333334,-3.0,42.71871824960211,47.00590979393501,-4.287191544332899,-45,-39,-6,-0.23,0.29,-0.52,new,False
53,40,-78,88,6,-70,5.0,8.0,-3.0,58.92933621437345,64.51873113032111,-5.589394915947665,-78,-70,-8,-0.68,0.05,-0.7300000000000001,new,False
66,47,-58,95,21,-52,18.333333333333332,21.333333333333332,-3.0,54.53031776503376,60.01296156294535,-5.482643797911592,-58,-52,-6,-0.64,0.01,-0.65,new,False
54,34,-67,84,8,-62,7.0,10.0,-3.0,52.959103718498355,59.62102537416366,-6.661921655665303,-67,-62,-5,-0.63,0.05,-0.68,new,False
56,21,-48,76,2,-40,9.666666666666666,12.666666666666666,-3.0,43.2075096353503,47.95368135561185,-4.74617172026155,-48,-40,-8,-0.38,0.32,-0.7,new,False
72,24,-83,93,6,-77,4.333333333333333,7.333333333333333,-3.0,64.78854494087327,69.4086129781856,-4.620068037312336,-83,-77,-6,-0.43,0.03,-0.4599999999999999,new,False
31,25,-52,57,4,-48,1.3333333333333333,4.333333333333333,-3.0,37.79182745280019,42.866718506967096,-5.074891054166905,-52,-48,-4,-0.69,0.01,-0.7,new,False
65,35,-38,81,15,-34,20.666666666666668,20.666666666666668,0.0,43.25377311736965,47.11923410054775,-3.865460983178103,-38,-34,-4,-0.46,0.18,-0.64,new,False
70,31,-60,87,5,-51,13.666666666666666,13.666666666666666,0.0,54.46915538989832,56.6705880996091,-2.2014327097107795,-60,-51,-9,-0.45,0.23,-0.68,new,False
71,36,-38,93,11,-35,23.0,23.0,0.0,45.43860326491855,52.94021785624486,-7.501614591326309,-38,-35,-3,-0.41,0.33,-0.74,new,False
63,62,-52,88,34,-49,24.333333333333332,24.333333333333332,0.0,53.97736150976218,56.346152387619945,-2.368790877857762,-52,-49,-3,-0.71,-0.25,-0.4599999999999999,new,False
65,61,-27,97,23,-21,33.0,33.0,0.0,42.45782220824175,48.68949236402724,-6.231670155785487,-27,-21,-6,-0.7,0.3,-1.0,new,False
57,33,-39,75,10,-34,17.0,17.0,0.0,40.79215610874227,44.773504069557326,-3.98134796081505,-39,-34,-5,-0.53,0.23,-0.76,new,False
44,36,-47,66,12,-45,11.0,11.0,0.0,41.14203041497426,45.32107677449864,-4.179046359524385,-47,-45,-2,-0.69,-0.03,-0.6599999999999999,new,False
73,23,-91,92,2,-89,1.6666666666666667,1.6666666666666667,0.0,68.63105872869966,73.89331649223915,-5.262257763539495,-91,-89,-2,-0.44,-0.01,-0.43,new,False
54,51,-50,87,14,-46,18.333333333333332,18.333333333333332,0.0,48.334482744953654,54.3834125037732,-6.048929758819547,-50,-46,-4,-0.71,0.12,-0.83,new,False
58,27,-46,74,5,-40,13.0,13.0,0.0,43.59663595584718,46.88283267892417,-3.28619672307699,-46,-40,-6,-0.45,0.25,-0.7,new,False
47,44,-54,78,9,-50,12.333333333333334,12.333333333333334,0.0,46.920736945998144,52.30891149911478,-5.3881745531166345,-54,-50,-4,-0.7,0.1,-0.7999999999999999,new,False
69,45,-22,90,19,-17,30.666666666666668,30.666666666666668,0.0,38.50829636440554,44.4547210341289,-5.946424669723363,-22,-17,-5,-0.51,0.38,-0.89,new,False
82,33,-22,91,7,-14,31.0,28.0,3.0,42.481368465089105,45.36518488885502,-2.8838164237659143,-22,-14,-8,-0.07,0.6,-0.6699999999999999,new,False
62,55,-78,93,7,-70,13.0,10.0,3.0,64.41014412859722,66.57827473483124,-2.1681306062340155,-78,-70,-8,-0.7,0.07,-0.77,new,False
67,34,-14,82,3,-7,29.0,26.0,3.0,33.25657829663178,39.80787191833629,-6.5512936217045095,-14,-7,-7,-0.22,0.67,-0.89,new,False
73,35,-13,82,8,-4,31.666666666666668,28.666666666666668,3.0,35.188381921057726,38.029228525204424,-2.840846604146698,-13,-4,-9,-0.14,0.65,-0.79,new,False
60,59,-71,98,2,-61,16.0,13.0,3.0,61.51964455900787,65.37583651472461,-3.8561919557167386,-71,-61,-10,-0.71,0.25,-0.96,new,False
59,53,-70,91,2,-60,14.0,11.0,3.0,59.44745579080739,61.97311244940556,-2.525656658598166,-70,-60,-10,-0.7,0.21,-0.91,new,False
69,50,-40,89,13,-32,26.333333333333332,23.333333333333332,3.0,47.54179447835581,49.93551397107629,-2.3937194927204857,-40,-32,-8,-0.62,0.3,-0.92,new,False
82,49,-19,98,16,-11,37.333333333333336,34.333333333333336,3.0,42.05023450852827,46.34891824220089,-4.298683733672618,-19,-11,-8,-0.39,0.53,-0.92,new,False
79,50,-10,95,17,-2,39.666666666666664,36.666666666666664,3.0,37.06151043273271,41.97088938247027,-4.909378949737558,-10,-2,-8,-0.4,0.6,-1.0,new,False
68,52,-62,94,9,-54,19.333333333333332,16.333333333333332,3.0,57.88110418972864,60.642852468824024,-2.761748279095386,-62,-54,-8,-0.67,0.18,-0.8500000000000001,new,False
71,38,-70,91,1,-62,13.0,10.0,3.0,60.21627686929839,62.78534860936905,-2.5690717400706617,-70,-62,-8,-0.55,0.21,-0.76,new,False
73,45,-52,99,1,-43,22.0,19.0,3.0,53.559935275041795,59.352056970813294,-5.792121695771499,-52,-43,-9,-0.56,0.43,-0.99,new,False
86,35,-10,92,6,-5,37.0,31.0,6.0,39.21734310225516,43.36665385600631,-4.149310753751152,-10,-5,-5,0.08,0.67,-0.5900000000000001,new,False
82,41,-36,94,3,-28,29.0,23.0,6.0,48.91489207456832,51.77515491687752,-2.860262842309197,-36,-28,-8,-0.35,0.52,-0.87,new,False
61,33,-4,66,7,-1,30.0,24.0,6.0,26.620793877468543,29.87752778706208,-3.2567339095935353,-4,-1,-3,-0.17,0.67,-0.8400000000000001,new,False
84,38,-47,98,2,-43,25.0,19.0,6.0,54.264782932088345,58.80476171195663,-4.539978779868285,-47,-43,-4,-0.35,0.41,-0.76,new,False
76,38,-12,82,9,-7,34.0,28.0,6.0,36.03701800463888,38.73843913565267,-2.701421131013795,-12,-7,-5,-0.17,0.62,-0.79,new,False
75,51,-33,96,10,-31,31.0,25.0,6.0,46.3033476111609,52.92132525425517,-6.617977643094271,-33,-31,-2,-0.57,0.4,-0.97,new,False
73,53,-41,99,7,-39,28.333333333333332,22.333333333333332,6.0,49.701330185642135,57.37207993053377,-7.670749744891637,-41,-39,-2,-0.62,0.38,-1.0,new,False
75,48,-36,95,7,-33,29.0,23.0,6.0,47.265209192385896,53.466500415369126,-6.2012912229832295,-36,-33,-3,-0.54,0.42,-0.96,new,False
80,38,-19,90,6,-15,33.0,27.0,6.0,40.570925550201586,45.36518488885502,-4.794259338653433,-19,-15,-4,-0.18,0.6,-0.78,new,False
89,36,-51,98,7,-49,24.666666666666668,18.666666666666668,6.0,57.71385352659177,60.57685660015346,-2.8630030735616927,-51,-49,-2,-0.29,0.28,-0.5700000000000001,new,False
86,41,-34,96,4,-25,31.0,25.0,6.0,49.49747468305833,51.581650484127266,-2.0841758010689375,-34,-25,-9,-0.29,0.54,-0.8300000000000001,new,False
86,32,-13,90,5,-8,35.0,29.0,6.0,40.47221268969612,43.45879274285777,-2.9865800531616458,-13,-8,-5,0.11,0.66,-0.55,new,False
83,52,-36,96,9,-33,33.0,24.0,9.0,50.40502620440412,53.72150407425317,-3.316477869849045,-36,-33,-3,-0.51,0.4,-0.91,new,False
74,56,-98,99,2,-96,10.666666666666666,1.6666666666666667,9.0,77.18952145351221,79.60876556985139,-2.419244116339172,-98,-96,-2,-0.68,-0.01,-0.67,new,False
75,60,-69,99,6,-66,22.0,13.0,9.0,64.63745044476924,67.54257916307313,-2.905128718303885,-69,-66,-3,-0.68,0.15,-0.8300000000000001,new,False
85,45,-46,95,4,-42,28.0,19.0,9.0,54.81483983983413,56.92685365156471,-2.112013811730584,-46,-42,-4,-0.44,0.38,-0.8200000000000001,new,False
94,45,-8,97,10,-3,43.666666666666664,34.666666666666664,9.0,41.651997417757634,44.39469437769438,-2.742696959936744,-8,-3,-5,-0.05,0.66,-0.7100000000000001,new,False
83,36,-11,86,2,-7,36.0,27.0,9.0,38.37533930360313,41.88078318274385,-3.5054438791407208,-11,-7,-4,0.0,0.68,-0.68,new,False
80,48,-26,89,7,-21,34.0,25.0,9.0,44.39219150556398,46.676189504571454,-2.2839979990074752,-26,-21,-5,-0.44,0.52,-0.96,new,False
78,57,-50,98,6,-46,28.333333333333332,19.333333333333332,9.0,56.049581225514565,59.53896949804295,-3.4893882725283873,-50,-46,-4,-0.63,0.32,-0.95,new,False
87,54,-16,96,14,-12,41.666666666666664,32.666666666666664,9.0,42.94440850939994,46.02414825091522,-3.079739741515276,-16,-12,-4,-0.41,0.54,-0.95,new,False
85,51,-7,92,14,-4,43.0,34.0,9.0,37.98245208865097,41.66533331199932,-3.682881223348346,-7,-4,-3,-0.31,0.61,-0.92,new,False
72,42,-20,78,6,-17,31.333333333333332,22.333333333333332,9.0,38.30868772948971,40.46672158151134,-2.1580338520216245,-20,-17,-3,-0.4,0.54,-0.94,new,False
88,50,-27,96,11,-23,37.0,28.0,9.0,47.84001114827072,50.04664490919113,-2.206633760920411,-27,-23,-4,-0.39,0.47,-0.86,new,False
