outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check
95,48,-30,71,67,-25,37.666666666666664,37.666666666666664,0.0,51.551484513596264,44.34210439550904,7.209380118087225,-30,-25,-5,-0.29,-0.7,0.41,old,False
98,42,-26,70,68,-24,38.0,38.0,0.0,50.70174224488411,43.84822307308093,6.853519171803185,-26,-24,-2,-0.12,-0.71,0.59,old,False
53,8,-35,40,19,-33,8.666666666666666,8.666666666666666,0.0,35.92894221778438,30.684777260973487,5.244164956810895,-35,-33,-2,0.03,-0.47,0.5,old,False
57,19,-12,42,29,-7,21.333333333333332,21.333333333333332,0.0,28.21740991342441,20.725722075613085,7.491687837811327,-12,-7,-5,0.12,-0.5,0.62,old,False
70,57,-28,78,40,-19,33.0,33.0,0.0,43.45879274285777,39.9082280572148,3.550564685642968,-28,-19,-9,-0.66,-0.26,-0.4,old,False
74,5,-55,57,19,-52,8.0,8.0,0.0,52.706735812417755,45.17373868373822,7.532997128679533,-55,-52,-3,0.09,-0.35,0.4399999999999999,old,False
78,43,-10,60,54,-3,37.0,37.0,0.0,36.175498153676706,28.39013913315678,7.785359020519927,-10,-3,-7,-0.24,-0.68,0.44,old,False
91,75,-12,94,55,-4,51.333333333333336,48.333333333333336,3.0,45.25728916121935,40.28509512076258,4.97219404045677,-12,-4,-8,-0.64,-0.24,-0.4,old,False
91,67,-10,95,46,-2,49.333333333333336,46.333333333333336,3.0,43.083897481799646,39.60078562632593,3.483111855473716,-10,-2,-8,-0.55,0.01,-0.56,old,False
93,58,-8,94,41,-1,47.666666666666664,44.666666666666664,3.0,41.87547678003864,38.87015421745698,3.005322562581661,-8,-1,-7,-0.36,0.14,-0.5,old,False
99,51,-13,95,36,-3,45.666666666666664,42.666666666666664,3.0,45.87906809089401,40.28509512076258,5.593972970131432,-13,-3,-10,-0.17,0.24,-0.41,old,False
83,50,-11,85,29,-1,40.666666666666664,37.666666666666664,3.0,38.93869826049944,35.64017707899642,3.29852118150302,-11,-1,-10,-0.35,0.35,-0.7,old,False
80,72,-12,88,45,-2,46.666666666666664,43.666666666666664,3.0,41.61196409153929,36.75444039689475,4.8575236946445415,-12,-2,-10,-0.69,-0.05,-0.6399999999999999,old,False
53,40,-11,50,25,-2,27.333333333333332,24.333333333333332,3.0,27.620443314488796,21.23414441151065,6.386298902978147,-11,-2,-9,-0.59,-0.05,-0.5399999999999999,old,False
98,58,-16,96,41,-6,46.666666666666664,43.666666666666664,3.0,47.22522866246623,41.6839963961657,5.541232266300526,-16,-6,-10,-0.35,0.1,-0.4499999999999999,old,False
87,78,-16,94,52,-6,49.666666666666664,46.666666666666664,3.0,46.578488120113505,40.99864496405812,5.579843156055382,-16,-6,-10,-0.69,-0.19,-0.4999999999999999,old,False
57,44,-13,53,29,-3,29.333333333333332,26.333333333333332,3.0,30.40102337458761,22.939534045447004,7.461489329140601,-13,-3,-10,-0.61,-0.17,-0.4399999999999999,old,False
58,38,-11,53,25,-2,28.333333333333332,25.333333333333332,3.0,28.986586936412884,22.45489305746572,6.531693878947163,-11,-2,-9,-0.46,0.02,-0.48,old,False
85,68,-15,91,43,-5,46.0,43.0,3.0,43.688289811649376,39.191835884530846,4.49645392711853,-15,-5,-10,-0.63,0.0,-0.63,old,False
81,24,-16,74,4,-7,29.666666666666668,23.666666666666668,6.0,39.80228915806504,35.87323359956402,3.9290555585010263,-16,-7,-9,0.21,0.66,-0.45,old,False
74,43,-22,76,14,-13,31.666666666666668,25.666666666666668,6.0,40.00277768133386,37.2588542795162,2.7439234018176606,-22,-13,-9,-0.4,0.44,-0.8400000000000001,old,False
93,64,-10,95,40,-6,49.0,43.0,6.0,43.36665385600631,41.28760911782937,2.0790447381769397,-10,-6,-4,-0.48,0.11,-0.59,old,False
61,54,-82,79,11,-75,11.0,5.0,6.0,65.82299496883036,63.01322612489117,2.809768843939189,-82,-75,-7,-0.7,-0.14,-0.5599999999999999,old,False
94,70,-40,98,38,-30,41.333333333333336,35.333333333333336,6.0,58.33999961909115,52.28979080300688,6.050208816084272,-40,-30,-10,-0.62,-0.08,-0.54,old,False
56,42,-72,65,9,-66,8.666666666666666,2.6666666666666665,6.0,57.3255808712151,53.66770185337008,3.657879017845019,-72,-66,-6,-0.68,-0.18,-0.5,old,False
77,69,-21,82,39,-14,41.666666666666664,35.666666666666664,6.0,44.43222054120435,39.2626483512709,5.169572189933454,-21,-14,-7,-0.69,-0.13,-0.5599999999999999,old,False
79,63,-12,80,36,-4,43.333333333333336,37.333333333333336,6.0,39.66806720216597,34.30581421404962,5.362252988116353,-12,-4,-8,-0.62,0.06,-0.6799999999999999,old,False
46,32,-39,42,9,-30,13.0,7.0,6.0,37.2111094522411,29.42787793912432,7.783231513116775,-39,-30,-9,-0.63,-0.1,-0.53,old,False
46,30,-55,47,6,-50,7.0,1.0,6.0,44.3245605355165,39.75759885439093,4.566961681125569,-55,-50,-5,-0.64,-0.19,-0.45,old,False
73,52,-43,84,13,-33,27.333333333333332,21.333333333333332,6.0,50.46671070011289,48.12714641678044,2.33956428333245,-43,-33,-10,-0.62,0.25,-0.87,old,False
64,62,-48,70,29,-39,26.0,20.0,6.0,52.33227175144097,44.95182606598609,7.38044568545488,-48,-39,-9,-0.71,-0.29,-0.42,old,False
68,25,-12,60,2,-8,27.0,18.0,9.0,32.69046751985457,29.97776954122282,2.712697978631752,-12,-8,-4,0.09,0.65,-0.56,old,False
91,81,-24,99,44,-22,49.333333333333336,40.333333333333336,9.0,52.01495511442412,49.46603773185082,2.5489173825733005,-24,-22,-2,-0.69,-0.11,-0.58,old,False
90,44,-48,88,16,-45,28.666666666666668,19.666666666666668,9.0,57.37207993053377,54.35888969514452,3.013190235389253,-48,-45,-3,-0.38,0.1,-0.48,old,False
84,27,-36,73,4,-29,25.0,16.0,9.0,49.01020301937138,42.49705872175156,6.513144297619824,-36,-29,-7,-0.06,0.4,-0.46,old,False
97,58,-61,98,20,-51,31.333333333333332,22.333333333333332,9.0,67.20284385516896,60.85136718997273,6.3514766651962375,-61,-51,-10,-0.53,0.06,-0.5900000000000001,old,False
91,54,-88,96,14,-80,19.0,10.0,9.0,77.15352659902635,71.90734779330042,5.246178805725933,-88,-80,-8,-0.59,-0.08,-0.51,old,False
70,51,-43,75,10,-34,26.0,17.0,9.0,49.4031038161234,44.773504069557326,4.629599746566072,-43,-34,-9,-0.63,0.23,-0.86,old,False
65,57,-40,69,18,-32,27.333333333333332,18.333333333333332,9.0,47.72374205314956,41.23375100839387,6.4899910447556906,-40,-32,-8,-0.69,0.01,-0.7,old,False
79,64,-29,81,28,-22,38.0,29.0,9.0,47.77028364998475,42.05551886098502,5.71476478899973,-29,-22,-7,-0.66,0.04,-0.7000000000000001,old,False
91,79,-11,99,39,-6,53.0,44.0,9.0,45.51922670696417,43.01162633521314,2.507600371751032,-11,-6,-5,-0.67,0.17,-0.8400000000000001,old,False
80,43,-35,75,18,-32,29.333333333333332,20.333333333333332,9.0,47.93282336307299,43.71371511195186,4.219108251121128,-35,-32,-3,-0.4,0.08,-0.48,old,False
79,40,-26,73,13,-20,31.0,22.0,9.0,43.3358973600409,38.49675310984031,4.83914425020059,-26,-20,-6,-0.3,0.34,-0.64,old,False
