outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check
59,53,-70,91,2,-60,14.0,11.0,3.0,59.44745579080739,61.97311244940556,-2.525656658598166,-70,-60,-10,-0.7,0.21,-0.91,new,False
86,35,-10,92,6,-5,37.0,31.0,6.0,39.21734310225516,43.36665385600631,-4.149310753751152,-10,-5,-5,0.08,0.67,-0.5900000000000001,new,False
82,41,-36,94,3,-28,29.0,23.0,6.0,48.91489207456832,51.77515491687752,-2.860262842309197,-36,-28,-8,-0.35,0.52,-0.87,new,False
61,33,-4,66,7,-1,30.0,24.0,6.0,26.620793877468543,29.87752778706208,-3.2567339095935353,-4,-1,-3,-0.17,0.67,-0.8400000000000001,new,False
84,38,-47,98,2,-43,25.0,19.0,6.0,54.264782932088345,58.80476171195663,-4.539978779868285,-47,-43,-4,-0.35,0.41,-0.76,new,False
76,38,-12,82,9,-7,34.0,28.0,6.0,36.03701800463888,38.73843913565267,-2.701421131013795,-12,-7,-5,-0.17,0.62,-0.79,new,False
75,51,-33,96,10,-31,31.0,25.0,6.0,46.3033476111609,52.92132525425517,-6.617977643094271,-33,-31,-2,-0.57,0.4,-0.97,new,False
83,52,-36,96,9,-33,33.0,24.0,9.0,50.40502620440412,53.72150407425317,-3.316477869849045,-36,-33,-3,-0.51,0.4,-0.91,new,False
74,56,-98,99,2,-96,10.666666666666666,1.6666666666666667,9.0,77.18952145351221,79.60876556985139,-2.419244116339172,-98,-96,-2,-0.68,-0.01,-0.67,new,False
75,60,-69,99,6,-66,22.0,13.0,9.0,64.63745044476924,67.54257916307313,-2.905128718303885,-69,-66,-3,-0.68,0.15,-0.8300000000000001,new,False
85,45,-46,95,4,-42,28.0,19.0,9.0,54.81483983983413,56.92685365156471,-2.112013811730584,-46,-42,-4,-0.44,0.38,-0.8200000000000001,new,False
94,45,-8,97,10,-3,43.666666666666664,34.666666666666664,9.0,41.651997417757634,44.39469437769438,-2.742696959936744,-8,-3,-5,-0.05,0.66,-0.7100000000000001,new,False
83,36,-11,86,2,-7,36.0,27.0,9.0,38.37533930360313,41.88078318274385,-3.5054438791407208,-11,-7,-4,0.0,0.68,-0.68,new,False
45,12,-30,50,15,-25,9.0,13.33,4.33,916.0,902.22,-13.78,30,25,-5,0.2,0.3,0.1,new,true
