outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,loss_diff_scaled,var_diff_scaled,skew_diff_scaled
56,39,-80,86,11,-73,5.0,8.0,-3.0,60.50344342817743,64.94613152451807,-4.442688096340639,-80,-73,-7,-0.67,-0.07,-0.6000000000000001,0.08197560612767674,0.23530746557105622,1.010683792753434
41,35,-26,70,1,-12,16.666666666666668,19.666666666666668,-3.0,30.26916289265731,35.984564592181584,-5.715401699524275,-26,-12,-14,-0.69,0.64,-1.33,-1.8307885368514483,-0.3480053440119873,-1.852808212663536
70,39,-55,98,9,-44,18.0,21.0,-3.0,53.147593234940246,58.58896369340105,-5.441370458460803,-55,-44,-11,-0.53,0.3,-0.8300000000000001,-1.0110324755746805,-0.22241076190143635,0.10848768145767651
51,25,-16,72,5,-8,20.0,23.0,-3.0,27.58018612458347,35.05234181430203,-7.472155689718562,-16,-8,-8,-0.27,0.63,-0.9,-0.19127641429791256,-1.1531645748107453,-0.16609374371929303
66,55,-73,97,23,-63,16.0,19.0,-3.0,63.09252464964979,65.38093503970914,-2.2884103900593544,-73,-63,-10,-0.69,-0.09,-0.6,-0.7377804551490912,1.2226606126810406,1.0106837927534345
56,50,-61,91,11,-48,15.0,18.0,-3.0,53.79591062525106,56.96197562116913,-3.1660649959180702,-61,-48,-13,-0.7,0.18,-0.8799999999999999,-1.557536516425859,0.820412084256159,-0.08764190795444403
49,47,-37,88,10,-30,19.666666666666668,22.666666666666668,-3.0,40.07770230717103,48.998866200034556,-8.921163892863525,-37,-30,-7,-0.71,0.37,-1.08,0.08197560612767674,-1.8172771009682984,-0.8721602656029297
69,41,-37,97,9,-24,24.333333333333332,27.333333333333332,-3.0,44.850368510811094,51.07075701634177,-6.2203885055306785,-37,-24,-13,-0.51,0.49,-1.0,-1.557536516425859,-0.5794519725992208,-0.5583529225435354
59,17,-45,75,4,-39,10.333333333333334,13.333333333333334,-3.0,42.71871824960211,47.00590979393501,-4.287191544332899,-45,-39,-6,-0.23,0.29,-0.52,0.355227626553266,0.3065749765061331,1.3244911358128284
53,40,-78,88,6,-70,5.0,8.0,-3.0,58.92933621437345,64.51873113032111,-5.589394915947665,-78,-70,-8,-0.68,0.05,-0.7300000000000001,-0.19127641429791256,-0.2902536465596032,0.5007468602819188
66,47,-58,95,21,-52,18.333333333333332,21.333333333333332,-3.0,54.53031776503376,60.01296156294535,-5.482643797911592,-58,-52,-6,-0.64,0.01,-0.65,0.355227626553266,-0.241327246753717,0.8145542033413131
54,34,-67,84,8,-62,7.0,10.0,-3.0,52.959103718498355,59.62102537416366,-6.661921655665303,-67,-62,-5,-0.63,0.05,-0.68,0.6284796469788553,-0.7818163864664293,0.6968764496940403
65,35,-38,81,15,-34,20.666666666666668,20.666666666666668,0.0,43.25377311736965,47.11923410054775,-3.865460983178103,-38,-34,-4,-0.46,0.18,-0.64,0.9017316674044447,0.49986342561116137,0.8537801212237375
72,51,-19,95,15,-6,34.666666666666664,34.666666666666664,0.0,38.90444133457716,43.515003798179265,-4.610562463602108,-19,-6,-13,-0.56,0.59,-1.15,-1.557536516425859,0.1583669279832499,-1.1467416907798988
70,31,-60,87,5,-51,13.666666666666666,13.666666666666666,0.0,54.46915538989832,56.6705880996091,-2.2014327097107795,-60,-51,-9,-0.45,0.23,-0.68,-0.46452843472350186,1.262524408407142,0.6968764496940403
71,36,-38,93,11,-35,23.0,23.0,0.0,45.43860326491855,52.94021785624486,-7.501614591326309,-38,-35,-3,-0.41,0.33,-0.74,1.174983687830034,-1.1666662413451965,0.46152094239949504
63,62,-52,88,34,-49,24.333333333333332,24.333333333333332,0.0,53.97736150976218,56.346152387619945,-2.368790877857762,-52,-49,-3,-0.71,-0.25,-0.45999999999999996,1.174983687830034,1.1858204562970283,1.559846643107374
56,45,-46,91,7,-43,18.333333333333332,18.333333333333332,0.0,45.71165667043314,55.28913897764089,-9.577482307207745,-46,-43,-3,-0.68,0.3,-0.98,1.174983687830034,-2.1180823546361784,-0.47990108677868687
65,61,-27,97,23,-21,33.0,33.0,0.0,42.45782220824175,48.68949236402724,-6.231670155785487,-27,-21,-6,-0.7,0.3,-1.0,0.355227626553266,-0.5846226025747346,-0.5583529225435354
62,40,-55,93,4,-50,15.666666666666666,15.666666666666666,0.0,50.76963221804503,58.95949645495815,-8.189864236913117,-55,-50,-5,-0.61,0.29,-0.8999999999999999,0.6284796469788553,-1.4821062849320086,-0.16609374371929259
57,33,-39,75,10,-34,17.0,17.0,0.0,40.792156108742276,44.773504069557326,-3.98134796081505,-39,-34,-5,-0.53,0.23,-0.76,0.6284796469788553,0.4467498591729614,0.3830691066346465
54,51,-50,87,14,-46,18.333333333333332,18.333333333333332,0.0,48.334482744953654,54.3834125037732,-6.048929758819547,-50,-46,-4,-0.71,0.12,-0.83,0.9017316674044447,-0.5008686345870578,0.10848768145767694
58,27,-46,74,5,-40,13.0,13.0,0.0,43.59663595584718,46.88283267892417,-3.2861967230769906,-46,-40,-6,-0.45,0.25,-0.7,0.355227626553266,0.7653530551754251,0.6184246139291921
47,44,-54,78,9,-50,12.333333333333334,12.333333333333334,0.0,46.920736945998144,52.30891149911478,-5.3881745531166345,-54,-50,-4,-0.7,0.1,-0.7999999999999999,0.9017316674044447,-0.1980299012529758,0.2261654351049498
73,62,-28,96,20,-18,35.666666666666664,32.666666666666664,3.0,45.242556171030934,47.39432689913659,-2.151770728105653,-28,-18,-10,-0.68,0.38,-1.06,-0.7377804551490912,1.2852855936000123,-0.7937084298380811
70,55,-32,92,16,-24,31.0,28.0,3.0,44.96665431183423,48.11098280711657,-3.1443284952823376,-32,-24,-8,-0.65,0.36,-1.01,-0.19127641429791256,0.8303744035278446,-0.5975788404259597
82,33,-22,91,7,-14,31.0,28.0,3.0,42.481368465089105,45.36518488885502,-2.8838164237659143,-22,-14,-8,-0.07,0.6,-0.6699999999999999,-0.19127641429791256,0.9497728510547843,0.736102367576465
72,40,-21,86,4,-8,30.333333333333332,27.333333333333332,3.0,38.57748335781148,41.77186719418811,-3.1943838363766304,-21,-8,-13,-0.36,0.66,-1.02,-1.557536516425859,0.8074329329760157,-0.636804758308384
74,53,-19,92,17,-10,36.0,33.0,3.0,39.824615503479755,43.15089802078283,-3.3262825173030777,-19,-10,-9,-0.56,0.51,-1.07,-0.46452843472350186,0.7469808485800873,-0.8329343477205053
62,55,-78,93,7,-70,13.0,10.0,3.0,64.41014412859722,66.57827473483124,-2.1681306062340155,-78,-70,-8,-0.7,0.07,-0.77,-0.19127641429791256,1.2777874994084988,0.3438431887522222
67,34,-14,82,3,-7,29.0,26.0,3.0,33.25657829663178,39.80787191833629,-6.5512936217045095,-14,-7,-7,-0.22,0.67,-0.89,0.08197560612767674,-0.731113110295814,-0.12686782583686873
77,41,-29,95,3,-18,29.666666666666668,26.666666666666668,3.0,44.01009985093068,49.073640808709335,-5.063540957778656,-29,-18,-11,-0.37,0.61,-0.98,-1.0110324755746805,-0.04924314034466293,-0.47990108677868687
73,35,-13,82,8,-4,31.666666666666668,28.666666666666668,3.0,35.188381921057726,38.029228525204424,-2.840846604146698,-13,-4,-9,-0.14,0.65,-0.79,-0.46452843472350186,0.9694668703114836,0.26539135298737365
70,61,-15,96,12,-1,38.666666666666664,35.666666666666664,3.0,38.12552367582058,42.99095512107427,-4.865431445253691,-15,-1,-14,-0.68,0.66,-1.34,-1.8307885368514483,0.041554833423352845,-1.89203413054596
73,54,-25,96,11,-14,34.0,31.0,3.0,42.43426288586461,47.08148963941844,-4.647226753553831,-25,-14,-11,-0.6,0.56,-1.1600000000000001,-1.0110324755746805,0.14156287251498983,-1.1859676086623239
64,47,-20,85,7,-10,30.333333333333332,27.333333333333332,3.0,36.261396675926434,41.362892656206824,-5.10149598028039,-20,-10,-10,-0.59,0.62,-1.21,-0.7377804551490912,-0.06663876710459757,-1.3820971980744445
86,35,-10,92,6,-5,37.0,31.0,6.0,39.21734310225516,43.36665385600631,-4.149310753751152,-10,-5,-5,0.08,0.67,-0.5900000000000001,0.6284796469788553,0.36976879414160413,1.0499097106358584
82,41,-36,94,3,-28,29.0,23.0,6.0,48.91489207456832,51.77515491687752,-2.860262842309197,-36,-28,-8,-0.35,0.52,-0.87,-0.19127641429791256,0.960567978678857,-0.04841599007202018
61,45,-32,82,1,-27,24.666666666666668,18.666666666666668,6.0,40.59830319388019,46.219284094652764,-5.620980900772572,-32,-27,-5,-0.63,0.52,-1.15,0.6284796469788553,-0.3047302024049844,-1.1467416907798988
62,49,-44,88,2,-41,22.333333333333332,16.333333333333332,6.0,47.204048790566915,53.63042254375983,-6.426373753192912,-44,-41,-3,-0.67,0.38,-1.05,1.174983687830034,-0.6738595700712343,-0.7544825119556569
84,38,-47,98,2,-43,25.0,19.0,6.0,54.264782932088345,58.80476171195663,-4.539978779868285,-47,-43,-4,-0.35,0.41,-0.76,0.9017316674044447,0.19071699226048097,0.3830691066346465
76,38,-12,82,9,-7,34.0,28.0,6.0,36.03701800463888,38.738439135652676,-2.701421131013795,-12,-7,-5,-0.17,0.62,-0.79,0.6284796469788553,1.033368650144086,0.26539135298737365
73,53,-41,99,7,-39,28.333333333333332,22.333333333333332,6.0,49.701330185642135,57.37207993053377,-7.670749744891637,-41,-39,-2,-0.62,0.38,-1.0,1.4482357082556232,-1.2441846251973536,-0.5583529225435354
75,48,-36,95,7,-33,29.0,23.0,6.0,47.265209192385896,53.466500415369126,-6.2012912229832295,-36,-33,-3,-0.54,0.42,-0.96,1.174983687830034,-0.5706992653834825,-0.40144925101383827
81,50,-26,95,4,-12,35.0,29.0,6.0,44.95182606598609,47.12395003251177,-2.1721239665256817,-26,-12,-14,-0.46,0.65,-1.11,-1.8307885368514483,1.2759572540134765,-0.9898380192502025
80,38,-19,90,6,-15,33.0,27.0,6.0,40.570925550201586,45.36518488885502,-4.794259338653433,-19,-15,-4,-0.18,0.6,-0.78,0.9017316674044447,0.07417458492211193,0.3046172708697979
86,41,-34,96,4,-25,31.0,25.0,6.0,49.49747468305833,51.581650484127266,-2.0841758010689375,-34,-25,-9,-0.29,0.54,-0.8300000000000001,-0.46452843472350186,1.3162658445415576,0.10848768145767651
75,60,-11,98,17,-9,41.333333333333336,35.333333333333336,6.0,37.5085175512028,45.56558155255151,-8.057064001348706,-11,-9,-2,-0.62,0.54,-1.1600000000000001,1.4482357082556232,-1.4212409980940324,-1.1859676086623239
94,45,-8,97,10,-3,43.666666666666664,34.666666666666664,9.0,41.651997417757634,44.39469437769438,-2.742696959936744,-8,-3,-5,-0.05,0.66,-0.7100000000000001,0.6284796469788553,1.0144510243116225,0.5791986960467674
83,36,-11,86,2,-7,36.0,27.0,9.0,38.37533930360313,41.88078318274385,-3.5054438791407208,-11,-7,-4,0.0,0.68,-0.68,0.9017316674044447,0.6648672315960148,0.6968764496940403
72,49,-10,89,2,-7,37.0,28.0,9.0,34.53500639447844,43.289721643826724,-8.754715249348287,-10,-7,-3,-0.48,0.68,-1.1600000000000001,1.174983687830034,-1.7409900041247588,-1.1859676086623239
83,50,-10,95,4,-3,41.0,32.0,9.0,38.49675310984031,44.63929509598765,-6.142541986147336,-10,-3,-7,-0.34,0.69,-1.03,0.08197560612767674,-0.543773190016737,-0.6760306761908083
87,51,-21,99,5,-14,39.0,30.0,9.0,44.8998886412873,49.4031038161234,-4.5032151748361,-21,-14,-7,-0.38,0.63,-1.01,0.08197560612767674,0.20756656602796658,-0.5975788404259597
85,43,-14,93,1,-7,38.0,29.0,9.0,40.570925550201586,45.37253207246281,-4.801606522261224,-14,-7,-7,-0.18,0.69,-0.8699999999999999,0.08197560612767674,0.0708072080809571,-0.04841599007201974
81,53,-32,97,3,-25,34.0,25.0,9.0,48.0485865210067,52.17917847826532,-4.130591957258623,-32,-25,-7,-0.53,0.56,-1.09,0.08197560612767674,0.37834803282244867,-0.9113861834853539
89,52,-12,98,6,-2,43.0,34.0,9.0,41.72129751897305,45.37253207246281,-3.6512345534897577,-12,-2,-10,-0.31,0.69,-1.0,-0.7377804551490912,0.5980481391836955,-0.5583529225435354
69,64,-22,95,1,-12,37.0,28.0,9.0,41.769207158703246,47.672493816315786,-5.90328665761254,-22,-12,-10,-0.7,0.67,-1.37,-0.7377804551490912,-0.43411717821153506,-2.009711884193233
83,42,-14,87,5,-8,37.0,28.0,9.0,39.75759885439093,42.05551886098502,-2.29792000659409,-14,-8,-6,-0.19,0.66,-0.8500000000000001,0.355227626553266,1.2183021449746703,0.030035845692827946
71,62,-57,97,1,-49,25.333333333333332,16.333333333333332,9.0,58.3342857065113,60.58235900179377,-2.2480732952824667,-57,-49,-8,-0.69,0.36,-1.0499999999999998,-0.19127641429791256,1.2411479958801097,-0.754482511955656
89,41,-16,92,7,-12,38.0,29.0,9.0,42.91852746774987,45.217990519998416,-2.299463052248548,-16,-12,-4,-0.1,0.61,-0.71,0.9017316674044447,1.2175949330035205,0.5791986960467679
