subject,condition,lambda,alpha,tau,gamma,intercept_lambda,intercept_alpha,intercept_tau,intercept_gamma,b_lambda,b_alpha,b_tau,b_gamma,mu_lambda,mu_alpha,mu_tau,mu_gamma,sim_id
14,2,1.154360539620476,0.6788599366097926,1.8153348297924543,0.9857666575251636,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
15,1,1.6057296274835,1.0413121323150107,1.8381965758013494,0.4894431643455189,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
15,2,1.5675482975353372,1.1013389495913226,2.0037942085826157,0.5756848522771927,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
16,1,1.7326623726388068,0.7879842901440918,1.5022497839907953,0.46796296802785703,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
16,2,1.4079028687156503,1.0155581840881514,2.0013472526344107,0.5805118003497086,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
17,1,1.720727140549768,0.6030306945167894,1.7797231738413732,0.7168886442275562,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
17,2,1.4004719799827563,0.5940220067119794,1.9751138052742627,0.8917094488394619,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
18,1,1.7210439780400084,0.6772263445809947,1.6094285314125563,0.9647222298729953,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
18,2,1.6783868743193713,0.616690827792539,1.4112353491155352,0.6909769485992472,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
19,1,1.4382885022185163,0.8551809051126253,1.4926898839231966,0.7443399120311168,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
19,2,1.4439791110195501,0.8469412335552486,1.9273009232064853,0.9060073270478803,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
20,1,1.5812271357873375,0.7643011426361898,1.7336546377547963,0.6321464307306264,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
20,2,1.7325628481225468,0.7136201124180682,1.986527869693759,0.7925578562786513,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
21,1,1.7112261137438645,0.5414018113510899,2.2104225236451427,0.7619130569225696,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
21,2,1.6047904700774596,0.7041537975493863,1.9600425740432945,0.7466347133211656,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
22,1,1.552538302970238,0.5502150695232019,1.5945586937018819,0.6415986227413888,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
22,2,1.656896215375006,0.5944667925974669,1.2549055945051584,0.588292814750295,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
23,1,1.6017214544287222,0.5852156601471494,1.3479794926995345,0.7017536511271731,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
23,2,1.3586905145268902,0.6502088109265336,1.4897855979631662,0.6481513924298954,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
24,1,1.4621918657046018,0.5653281704639986,1.3859275082029534,0.8684731652000821,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
24,2,1.3023932888392908,0.6981169736742652,1.8244500962439614,0.8219237350001596,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
25,1,1.6426177479062993,0.812608742018593,1.3105723432553376,0.7719528726706716,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
25,2,1.482243454432938,0.7420262466130022,1.2707318701033343,0.5737495169006749,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
26,1,1.8051314110851258,0.6068128747259698,1.8827318638250201,0.771053823594858,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
26,2,1.5895860679986262,0.474130102173086,2.3350146344016327,0.5264149837172508,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
27,1,1.6146024193561586,0.5557742503128523,1.934541417810154,0.699294764060625,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
27,2,1.2090630061453298,0.5985686003500961,1.664145712709807,0.6500097137054682,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
28,1,1.9469460572635946,0.5992748710076435,1.3612023174792505,0.9126544373885865,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
28,2,1.718837744366514,0.7348104638776465,1.7252006247352065,0.8548540453615423,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
29,1,1.8958444761989575,0.7235944596732116,1.4614671875272134,0.7762554184202048,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
29,2,1.5840638367121755,0.6567540650107502,1.340629918263741,0.6197962330629407,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
30,1,1.4873028124751624,0.5668562146078978,1.7913406930837739,0.7107861707439618,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
30,2,1.73935102576057,0.5541347042105916,1.9287039972927056,0.6143263676465075,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
31,1,1.8373611571419117,0.7654630780752336,1.4189240366274747,0.6837101164353545,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
31,2,1.407887339516336,0.8342038474147636,1.6264674914793762,0.7400518374011327,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
32,1,1.7487012606633292,0.8542866272928015,1.428455495599564,0.7673534907984134,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
32,2,1.5527193086414945,0.8668630683286676,1.7838718089013164,0.7436724093142154,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
33,1,1.6191548469555754,0.4758389394451917,1.240339022242949,0.7229114169068153,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
33,2,1.7681513904748087,0.5865895296373966,1.534304468271333,0.7907851542607403,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
34,1,1.9507066378473619,0.6620375420544349,0.9596957483419613,0.88261327040099,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
34,2,2.08150609513001,0.6732018549480542,1.4808786191162653,0.8479101748705712,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
35,1,1.8985503352583257,0.7080791894476401,1.7698670495083073,0.9636928815991134,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
35,2,1.9892314685146424,0.834840987931668,1.9608005099227253,0.8287828723076585,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
36,1,2.094794084168406,0.555702157846144,1.566585343195854,0.7554820901704525,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
36,2,1.6834978241775596,0.5841699757557737,1.7555857172388671,0.6716884915641643,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
37,1,1.9060441040501246,0.5646018475923305,1.8580165499564805,0.8789577616089722,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
37,2,1.8121434703054549,0.5308277904043788,1.9033056080851447,0.7966334244053064,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
38,1,1.6074127472817028,0.6901981245740088,1.5159335435151333,0.9166796089136661,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
38,2,1.5058234703232305,0.8448994031744324,2.109263162629043,0.6992900194563091,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
39,1,1.7808975710543413,0.7407945741652693,1.587919608027298,0.8300214480286787,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
39,2,1.4727011219691137,0.7217166034249539,2.0393868414048515,0.6739197932251503,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
40,1,1.784147119894163,0.4864377341238095,1.719222034558404,0.6694095821604565,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
40,2,1.6444419887188313,0.525109806379952,1.833695239304234,0.5892781227363117,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
41,1,1.84834474880127,0.6442625519743944,1.5572513714376424,0.6439469619713565,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
41,2,1.5775679691451043,0.6228213454742778,1.7653497665145685,0.4869630531572699,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
42,1,1.5220878234556883,0.5320542797493725,1.7365017455780656,0.7460165667464022,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
42,2,1.3852597556585184,0.8664202840093699,1.8190097154740383,0.5971269044684222,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
43,1,1.7268795389339748,0.5761980342091098,1.6276455299100792,0.6902278678893257,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
43,2,1.7675680815806798,0.5300831907567106,2.01281663493773,0.7012991583967502,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
44,1,1.727765429378415,0.4559823958102245,1.8118601800896001,0.8191689119853967,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
44,2,1.720490095207948,0.5268330004334828,1.768650160524415,0.8508906356731308,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
45,1,1.7173324632208276,0.5504603847961271,1.4151945961636625,0.6834380465160418,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
45,2,1.2885165769447158,0.49223964651316754,1.638928780915325,0.7174816324643362,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.5454536689571798,0.6718171988179168,1.7101862163032497,0.7159550166171061,1
46,1,1.4638006103790886,0.7206685793510047,1.1953144462078231,0.6594578333538972,1.387465313076973,-0.10343551019905137,1.3737571198143996,0.0637826573336497,-0.16362410820750004,0.12062128844423345,0.27392573483616056,-0.03735120734970955,1.6763660841408683,0.6146219660065592,1.4916793864316467,0.735225990986014,1
